C0457139|RID62|hepatovenous segment II|Couinaud hepatic segment II [SNOMEDCT_2010_01_31/PT]|segment II of liver|
C0457139|RID62|hepatovenous segment II|Couinaud hepatic segment II [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment II|
C0457140|RID63|hepatovenous segment III|Couinaud hepatic segment III [SNOMEDCT_2010_01_31/PT]|segment III of liver|
C0457140|RID63|hepatovenous segment III|Couinaud hepatic segment III [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 3|
C0457140|RID63|hepatovenous segment III|Couinaud hepatic segment III [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment III|
C0457140|RID63|hepatovenous segment III|Couinaud hepatic segment III [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment III|
C0457140|RID63|hepatovenous segment III|Couinaud hepatic segment III [SNOMEDCT_2010_01_31/PT]|left anterior lateral segment of liver|
C0457141|RID64|hepatovenous segment IV|Couinaud hepatic segment IV [SNOMEDCT_2010_01_31/PT]|segment IV of liver|
C0457141|RID64|hepatovenous segment IV|Couinaud hepatic segment IV [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment IV|
C0457141|RID64|hepatovenous segment IV|Couinaud hepatic segment IV [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 4|
C0457141|RID64|hepatovenous segment IV|Couinaud hepatic segment IV [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment IV|
C0457141|RID64|hepatovenous segment IV|Couinaud hepatic segment IV [SNOMEDCT_2010_01_31/PT]|left medial segment of liver|
C0457142|RID65|hepatovenous segment V|Couinaud hepatic segment V [SNOMEDCT_2010_01_31/PT]|right anterior medial segment of liver|
C0457142|RID65|hepatovenous segment V|Couinaud hepatic segment V [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment V|
C0457142|RID65|hepatovenous segment V|Couinaud hepatic segment V [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment V|
C0457142|RID65|hepatovenous segment V|Couinaud hepatic segment V [SNOMEDCT_2010_01_31/PT]|segment V of liver|
C0457142|RID65|hepatovenous segment V|Couinaud hepatic segment V [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 5|
C0457143|RID66|hepatovenous segment VI|Couinaud hepatic segment VI [SNOMEDCT_2010_01_31/PT]|segment VI of liver|
C0457143|RID66|hepatovenous segment VI|Couinaud hepatic segment VI [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment VI|
C0457143|RID66|hepatovenous segment VI|Couinaud hepatic segment VI [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 6|
C0457143|RID66|hepatovenous segment VI|Couinaud hepatic segment VI [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment VI|
C0457143|RID66|hepatovenous segment VI|Couinaud hepatic segment VI [SNOMEDCT_2010_01_31/PT]|right anterior lateral segment of liver|
C0457144|RID67|hepatovenous segment VII|Couinaud hepatic segment VII [SNOMEDCT_2010_01_31/PT]|right posterior lateral segment of liver|
C0457144|RID67|hepatovenous segment VII|Couinaud hepatic segment VII [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment VII|
C0457144|RID67|hepatovenous segment VII|Couinaud hepatic segment VII [SNOMEDCT_2010_01_31/PT]|segment VII of liver|
C0457144|RID67|hepatovenous segment VII|Couinaud hepatic segment VII [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment VII|
C0457144|RID67|hepatovenous segment VII|Couinaud hepatic segment VII [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 7|
C0457145|RID68|hepatovenous segment VIII|Couinaud hepatic segment VIII [SNOMEDCT_2010_01_31/PT]|right posterior medial segment of liver|
C0457145|RID68|hepatovenous segment VIII|Couinaud hepatic segment VIII [SNOMEDCT_2010_01_31/PT]|couinaud hepatic segment VIII|
C0457145|RID68|hepatovenous segment VIII|Couinaud hepatic segment VIII [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment 8|
C0457145|RID68|hepatovenous segment VIII|Couinaud hepatic segment VIII [SNOMEDCT_2010_01_31/PT]|segment VIII of liver|
C0457145|RID68|hepatovenous segment VIII|Couinaud hepatic segment VIII [SNOMEDCT_2010_01_31/PT]|Couinaud hepatic segment VIII|
C0227486|RID69|left lobe of liver|Left lobe of liver [MTH2010AA/PN]||
C0227492|RID70|lateral segment of left lobe of liver|Structure of lateral segment of left lobe of liver [MTH2010AA/PN]||
C0227487|RID71|medial segment of left lobe of liver|Structure of medial segment of left lobe of liver [MTH2010AA/PN]||
C0227481|RID74|right lobe of liver|Right lobe of liver [MTH2010AA/PN]||
C0227482|RID75|anterior segment of right lobe of liver|Structure of anterior segment of right lobe of liver [MTH2010AA/PN]||
C0227483|RID76|posterior segment of right lobe of liver|Structure of posterior segment of right lobe of liver [MTH2010AA/PN]||
C0227489|RID77|caudate lobe of liver|Caudate lobe of liver [MTH2010AA/PN]|Couinaud hepatic segment 1|
C0227489|RID77|caudate lobe of liver|Caudate lobe of liver [MTH2010AA/PN]|Couinaud hepatic segment I|
C0227505|RID78|bare area of liver|Structure of area nuda hepatis [MTH2010AA/PN]||
C0227498|RID80|porta Hepatis|Transverse Fissure of Liver [NCIMTH/PN]|porta hepatis|
C0230240|RID81|falciform ligament|Falciform ligament [MTH2010AA/PN]|falciform ligament of liver|
C0227507|RID82|fissure ligamentum venosum|Structure of groove of ligamentum venosum of liver [MTH2010AA/PN]||
C0230247|RID83|ligamentum teres of liver|Structure of ligamentum teres of liver [MTH2010AA/PN]||
CL378884|RID84|capsule of liver|capsule of liver [RADLEX3_33/PT]||
CL378885|RID85|dome of liver|dome of liver [RADLEX3_33/PT]||
C0037993|RID86|spleen|Spleen [MTH2010AA/PN]||
CL378886|RID87|capsule of spleen|capsule of spleen [RADLEX3_33/PT]||
C0001625|RID88|adrenal gland|Adrenal Glands [MTH2010AA/PN]|adrenals|
CL378887|RID89|limb of adrenal gland|limb of adrenal gland [RADLEX3_33/PT]||
C0001629|RID90|medulla of adrenal gland|Adrenal Medulla [MTH2010AA/PN]|adrenal medulla|
C0001613|RID92|cortex of adrenal gland|Adrenal Cortex [MTH2010AA/PN]|adrenal cortex|
C0001613|RID92|cortex of adrenal gland|Adrenal Cortex [MTH2010AA/PN]|cortex of suprarenal gland|
C0017189|RID94|gastrointestinal tract|Gastrointestinal tract structure [MTH2010AA/PN]|gastro-intestinal system|
C0017189|RID94|gastrointestinal tract|Gastrointestinal tract structure [MTH2010AA/PN]|GI tract|
C0014876|RID95|esophagus|Esophagus [MTH2010AA/PN]|esoph|
C0014871|RID96|gastroesophageal junction|Esophagogastric Junction [MTH2010AA/PN]|gastro-esophageal junction|
C0014871|RID96|gastroesophageal junction|Esophagogastric Junction [MTH2010AA/PN]|EG junction|
C0014871|RID96|gastroesophageal junction|Esophagogastric Junction [MTH2010AA/PN]|GE junction|
C0014871|RID96|gastroesophageal junction|Esophagogastric Junction [MTH2010AA/PN]|esophagogastric junction|
C1451819|RID101|upper esophageal sphincter|Upper Esophageal Sphincter [NCI2011_01E/PT]||
C0227192|RID103|lower esophageal sphincter|Inferior esophageal sphincter structure [MTH2010AA/PN]|lES|
C0224214|RID104|cricopharyngeus|Inferior constrictor pharyngeus muscle structure [MTH2010AA/PN]||
C0341139|RID105|lower esophageal muscular ring|Lower esophageal muscular ring [SNOMEDCT_2010_01_31/PT]|A ring|
C0267081|RID107|lower esophageal mucosal ring|Terminal esophageal web [MTH2010AA/PN]|terminal esophageal web|
C0267081|RID107|lower esophageal mucosal ring|Terminal esophageal web [MTH2010AA/PN]|B ring|
CL378889|RID111|pharyngeal vestibule|pharyngeal vestibule [RADLEX3_33/PT]||
C0227148|RID112|lateral pharyngeal space|Structure of lateral pharyngeal space [MTH2010AA/PN]|lateral pharyngeal pouch|
C0038351|RID114|stomach|Stomach [MTH2010AA/PN]||
C0007144|RID115|gastric cardia|Cardia of stomach [MTH2010AA/PN]|cardial part of stomach|
C0017129|RID116|gastric fundus|gastric fundus [MTH2010AA/PN]||
C0227230|RID117|body of stomach|Body of stomach [MTH2010AA/PN]|gastric body|
C0227230|RID117|body of stomach|Body of stomach [MTH2010AA/PN]|gastric corpus|
C0034193|RID119|antrum of stomach|Pyloric antrum [MTH2010AA/PN]|pyloric antrum|
C0034193|RID119|antrum of stomach|Pyloric antrum [MTH2010AA/PN]|gastric antrum|
C0034196|RID122|pylorus|Pylorus [MTH2010AA/PN]|pyloric part of stomach|
C0227238|RID123|pyloric sphincter|Pyloric sphincter structure [MTH2010AA/PN]||
C0227223|RID124|greater curvature of stomach|Greater curvature of stomach [MTH2010AA/PN]||
C0227221|RID125|lesser curvature of stomach|Lesser curvature of stomach [MTH2010AA/PN]||
C0227199|RID126|set of gastric folds|Structure of gastric rugae [MTH2010AA/PN]|gastric folds set|
C0227199|RID126|set of gastric folds|Structure of gastric rugae [MTH2010AA/PN]|gastric folds|
C0227199|RID126|set of gastric folds|Structure of gastric rugae [MTH2010AA/PN]|gastric rugae|
C0227201|RID128|set of sulci of gastric mucosa|Structure of area gastrica [SNOMEDCT_2010_01_31/PT]|set of gastric sulci|
C0227201|RID128|set of sulci of gastric mucosa|Structure of area gastrica [SNOMEDCT_2010_01_31/PT]|areae gastricae|
C0227201|RID128|set of sulci of gastric mucosa|Structure of area gastrica [SNOMEDCT_2010_01_31/PT]|set of gastric mucosal sulci|
C0227201|RID128|set of sulci of gastric mucosa|Structure of area gastrica [SNOMEDCT_2010_01_31/PT]|sulci gastricae|
C0227201|RID128|set of sulci of gastric mucosa|Structure of area gastrica [SNOMEDCT_2010_01_31/PT]|Set of sulci of gastric mucosa|
C0021853|RID130|intestine|Intestines [MTH2010AA/PN]|bowel|
C0021852|RID132|small intestine|Intestines, Small [MTH2010AA/PN]|sm int|
C0021852|RID132|small intestine|Intestines, Small [MTH2010AA/PN]|small bowel|
C0013303|RID134|duodenum|Duodenum [MTH2010AA/PN]||
C0227299|RID135|duodenal bulb|Superior part of duodenum [MTH2010AA/PN]|first part of duodenum|
C0227299|RID135|duodenal bulb|Superior part of duodenum [MTH2010AA/PN]|proximal part of superior part of duodenum|
C0227301|RID137|second part of duodenum|Descending part of duodenum [MTH2010AA/PN]|descending part of duodenum|
C0227300|RID139|duodenal ampulla|Duodenal ampulla [MTH2010AA/PN]||
CL378890|RID143|minor papilla|minor papilla [RADLEX3_33/PT]||
C0227302|RID144|third part of duodenum|Structure of inferior portion of duodenum [MTH2010AA/PN]|transverse part of duodenum|
C0227302|RID144|third part of duodenum|Structure of inferior portion of duodenum [MTH2010AA/PN]|inferior part of duodenum|
C0227303|RID146|fourth part of duodenum|Structure of ascending portion of duodenum [MTH2010AA/PN]||
C1261087|RID147|ligament of Treitz|Structure of suspensory muscle of duodenum [MTH2010AA/PN]|muscle of Treitz|
C0022378|RID148|jejunum|Jejunum [MTH2010AA/PN]||
C0227265|RID149|set of circular folds of small intestine|Structure of Kerckring's valve [MTH2010AA/PN]|kerckring valve|
C0227265|RID149|set of circular folds of small intestine|Structure of Kerckring's valve [MTH2010AA/PN]|kerckring valves|
C0227265|RID149|set of circular folds of small intestine|Structure of Kerckring's valve [MTH2010AA/PN]|valvulae conniventes|
C0227265|RID149|set of circular folds of small intestine|Structure of Kerckring's valve [MTH2010AA/PN]|circular folds of small intestine|
C0020885|RID150|ileum|ileum [MTH2010AA/PN]||
C0227327|RID151|terminal ileum|Distal part of ileum [MTH2010AA/PN]|distal part of ileum|
C0021851|RID152|large intestine|Large Intestine [MTH2010AA/PN]|large bowel|
C0020880|RID153|ileocecal valve|Ileocecal Valve [MTH2010AA/PN]||
C0007531|RID154|cecum|Cecum [MTH2010AA/PN]||
CL378892|RID155|cecal caput|cecal caput [RADLEX3_33/PT]|cecum caput|
CL378892|RID155|cecal caput|cecal caput [RADLEX3_33/PT]|head of cecum|
CL378893|RID156|cecal bascule|cecal bascule [RADLEX3_33/PT]||
C0227375|RID157|ascending colon|Ascending colon [MTH2010AA/PN]||
C0227385|RID158|hepatic flexure of colon|Hepatic flexure of colon [MTH2010AA/PN]|hepatic flexure|
C0227386|RID159|transverse colon|Transverse colon [MTH2010AA/PN]||
C0227387|RID160|splenic flexure of colon|Left colic flexure [MTH2010AA/PN]|splenic flexure|
C0227389|RID161|descending colon|Descending colon [MTH2010AA/PN]||
C0227391|RID162|sigmoid colon|Sigmoid colon [MTH2010AA/PN]||
C0034896|RID163|rectum|Rectum [MTH2010AA/PN]||
C0003461|RID164|anus|Anus [MTH2010AA/PN]||
C0002760|RID165|anal sphincter|Sphincter, Anal [MSH2010_2010_02_22/PM]||
C0227364|RID166|epiploic appendage|Appendix Epiploica [MTH2010AA/PN]|omental appendices|
C0227364|RID166|epiploic appendage|Appendix Epiploica [MTH2010AA/PN]|fatty appendices of colon|
C0227364|RID166|epiploic appendage|Appendix Epiploica [MTH2010AA/PN]|appendix epiploica|
C0227361|RID167|haustra|Structure of colonic haustra [SNOMEDCT_2010_01_31/PT]|colon haustra|
C0003617|RID168|appendix|Appendix [MTH2010AA/PN]||
CL378895|RID169|pancreaticobiliary system|pancreaticobiliary system [RADLEX3_33/PT]||
C0030274|RID170|pancreas|Pancreas [MTH2010AA/PN]||
C0227579|RID171|head of pancreas|Head of pancreas [MTH2010AA/PN]|pancreatic head|
C0227580|RID172|uncinate process of pancreas|Structure of uncinate process of pancreas [MTH2010AA/PN]||
C0447556|RID173|neck of pancreas|Neck of pancreas [SNOMEDCT_2010_01_31/PT]|pancreatic neck|
C0227582|RID174|body of pancreas|Body of pancreas [MTH2010AA/PN]|pancreatic body|
C0227590|RID175|tail of pancreas|Tail of pancreas [MTH2010AA/PN]|pancreatic tail|
C0030288|RID176|pancreatic duct|Pancreatic duct [MTH2010AA/PN]||
C0447557|RID177|main pancreatic duct|Main pancreatic duct [MTH2010AA/PN]|duct of Wirsung|
C0447557|RID177|main pancreatic duct|Main pancreatic duct [MTH2010AA/PN]|ventral duct|
CL378896|RID180|downstream duct|downstream duct [RADLEX3_33/PT]||
CL378897|RID181|upstream duct|upstream duct [RADLEX3_33/PT]||
C0227573|RID182|accessory pancreatic duct|Structure of accessory pancreatic duct [MTH2010AA/PN]|dorsal pandreatic duct|
C0227573|RID182|accessory pancreatic duct|Structure of accessory pancreatic duct [MTH2010AA/PN]|duct of Santorini|
CL378898|RID185|secondary duct|secondary duct [RADLEX3_33/PT]|side branch|
C0016976|RID187|gallbladder|Gallbladder [MTH2010AA/PN]|gall bladder|
C0227544|RID188|fundus of gallbladder|Structure of fundus of gallbladder [MTH2010AA/PN]|gallbladder fundus|
C0227545|RID189|body of gallbladder|Structure of body of gallbladder [MTH2010AA/PN]|gallbladder body|
C0227546|RID190|neck of gallbladder|Structure of neck of gallbladder [MTH2010AA/PN]|cervix of gallbladder|
C0005400|RID191|bile duct|Bile duct structure [MTH2010AA/PN]||
CL378899|RID192|intrahepatic duct|intrahepatic duct [RADLEX3_33/PT]||
C0227560|RID193|left hepatic duct|Structure of left hepatic duct [MTH2010AA/PN]||
C0227557|RID194|right hepatic duct|Structure of right hepatic duct [MTH2010AA/PN]||
CL378900|RID195|confluence of left and right hepatic ducts|confluence of left and right hepatic ducts [RADLEX3_33/PT]||
CL378901|RID196|intrahepatic bile duct branch|intrahepatic bile duct branch [RADLEX3_33/PT]|secondary biliary radicles|
CL378902|RID198|extrahepatic duct|extrahepatic duct [RADLEX3_33/PT]||
C0009437|RID199|common bile duct|Common bile duct structure [MTH2010AA/PN]||
C0019149|RID200|common hepatic duct|Common Hepatic Duct [MTH2010AA/PN]||
C0010672|RID201|cystic duct|Cystic duct structure [MTH2010AA/PN]||
C0227547|RID202|set of spiral valves of Heister|Structure of valve of Heister [MTH2010AA/PN]|heister valve|
C0227547|RID202|set of spiral valves of Heister|Structure of valve of Heister [MTH2010AA/PN]|valves of Heister|
CL378903|RID203|common duct|common duct [RADLEX3_33/PT]||
C0042027|RID204|urinary tract|Urinary tract [MTH2010AA/PN]|urinary trct|
C0022646|RID205|kidney|Kidney [MTH2010AA/PN]||
C0227611|RID206|upper pole of kidney|Structure of superior pole of kidney [MTH2010AA/PN]|superior pole of kidney|
C0227612|RID207|lower pole of kidney|Structure of inferior pole of kidney [MTH2010AA/PN]|inferior pole of kidney|
C2326831|RID208|middle part of kidney|Middle part of kidney [FMA2_0/PT]|interpolar region of kidney|
C0227628|RID209|parenchyma of kidney|Renal parenchyma [MTH2010AA/PN]|renal parenchyma|
C0022655|RID211|cortex of kidney|Structure of cortex of kidney [MTH2010AA/PN]|renal cortex|
C0022664|RID213|medulla of kidney|Structure of medulla of kidney [MTH2010AA/PN]|renal medullae|
C0022664|RID213|medulla of kidney|Structure of medulla of kidney [MTH2010AA/PN]|renal medulla|
C0022664|RID213|medulla of kidney|Structure of medulla of kidney [MTH2010AA/PN]|renal medullae set|
C0022664|RID213|medulla of kidney|Structure of medulla of kidney [MTH2010AA/PN]|renal pyramids set|
C0022666|RID215|papilla of kidney|Kidney Papilla [MTH2010AA/PN]|renal papilla|
C0227672|RID217|sinus of kidney|Renal sinus [MTH2010AA/PN]|renal sinus|
C0227637|RID219|capsule of kidney|Structure of perirenal fascia [MTH2010AA/PN]|renal capsule|
C0227637|RID219|capsule of kidney|Structure of perirenal fascia [MTH2010AA/PN]|gerota fascia|
C0227637|RID219|capsule of kidney|Structure of perirenal fascia [MTH2010AA/PN]|gerota capsule|
C0227637|RID219|capsule of kidney|Structure of perirenal fascia [MTH2010AA/PN]|Gerotas fascia|
C0227608|RID221|hilum of kidney|Structure of hilum of kidney [MTH2010AA/PN]|renal hilum|
CL378907|RID223|renal collecting system|renal collecting system [RADLEX3_33/PT]|pyelocalyceal system|
CL378908|RID225|calyx of renal collecting system|Structure of calyx [MTH2010AA/PN]|calyx|
CL378909|RID226|fornix of calyx|fornix of calyx [RADLEX3_33/PT]||
CL378910|RID227|infundibulum of renal collection system|infundibulum of renal collection system [RADLEX3_33/PT]||
C0227666|RID228|renal pelvis|Renal pelvis [MTH2010AA/PN]||
C0041951|RID229|ureter|Ureter [MTH2010AA/PN]||
C0227680|RID230|ureteropelvic junction|Structure of ureteropelvic junction [MTH2010AA/PN]|PUJ|
C0227680|RID230|ureteropelvic junction|Structure of ureteropelvic junction [MTH2010AA/PN]|pelviureteric junction|
C0227680|RID230|ureteropelvic junction|Structure of ureteropelvic junction [MTH2010AA/PN]|UPJ|
C0734933|RID234|ureterovesical junction|Ureterovesical junction [UWDA173/PT]|vesicoureteral junction|
C0734933|RID234|ureterovesical junction|Ureterovesical junction [UWDA173/PT]|UVJ|
C0005682|RID237|urinary bladder|Urinary Bladder [MTH2010AA/PN]|bladder|
C1288328|RID238|dome of urinary bladder|Dome of the Bladder [NCI2011_01E/PT]|bladder dome|
C0227716|RID240|neck of urinary bladder|Neck of urinary bladder [MTH2010AA/PN]|bladder neck|
C0227716|RID240|neck of urinary bladder|Neck of urinary bladder [MTH2010AA/PN]|neck of bladder|
C0227716|RID240|neck of urinary bladder|Neck of urinary bladder [MTH2010AA/PN]|urinary bladder neck|
C0447586|RID242|trigone of bladder|Trigone of bladder [MTH2010AA/PN]|deep trigone|
C0447586|RID242|trigone of bladder|Trigone of bladder [MTH2010AA/PN]|lieutaud trigone|
C0447586|RID242|trigone of bladder|Trigone of bladder [MTH2010AA/PN]|urinary bladder trigone|
C0447584|RID243|base of bladder|Fundus of urinary bladder [MTH2010AA/PN]|fundus of bladder|
C0447584|RID243|base of bladder|Fundus of urinary bladder [MTH2010AA/PN]|urinary bladder fundus|
C0447584|RID243|base of bladder|Fundus of urinary bladder [MTH2010AA/PN]|bladder base|
C0458452|RID245|male urethra|Male urethral structure [MTH2010AA/PN]||
CL378911|RID246|preprostatic urethra|preprostatic urethra [RADLEX3_33/PT]||
C0227735|RID248|verumontanum|Verumontanum [MTH2010AA/PN]||
C0458450|RID250|prostatic urethra|Prostatic Urethra [MTH2010AA/PN]||
C0458453|RID251|membranous urethra|Membranous urethra structure [MTH2010AA/PN]||
CL378913|RID252|anterior urethra|anterior urethra [RADLEX3_33/PT]||
C1744560|RID253|bulbar urethra|Structure of bulbar urethra [SNOMEDCT_2010_01_31/PT]||
C0458451|RID254|penile urethra|Spongy urethra [MTH2010AA/PN]|pendulous urethra|
C0227736|RID256|utricle|Structure of prostatic utricle [MTH2010AA/PN]||
C0006366|RID257|Cowpers gland|Bulbourethral gland structure [MTH2010AA/PN]||
C1314737|RID258|glands of Littre|Structure of Littre's gland [MTH2010AA/PN]||
C0457053|RID259|urethral sphincter|Urethral sphincter [SNOMEDCT_2010_01_31/PT]||
CL378914|RID260|male internal urethral sphincter|male internal urethral sphincter [RADLEX3_33/PT]||
C2330261|RID261|external urethral sphincter|External urethral sphincter [MTH2010AA/PN]||
CL378916|RID262|male urethral meatus|male urethral meatus [RADLEX3_33/PT]||
CL386153|RID263|navicular fossa of male urethra|navicular fossa of male urethra [RADLEX3_33/PT]|fossa navicularis of male urethra|
C0458485|RID264|female urethra|Female urethral structure [MTH2010AA/PN]||
CL378917|RID265|female internal urethral sphincter|female internal urethral sphincter [RADLEX3_33/PT]||
CL378918|RID266|female urethral meatus|female urethral meatus [RADLEX3_33/PT]||
C0221315|RID267|paraurethral gland|Paraurethral gland [MTH2010AA/PN]|Skene gland|
C0221315|RID267|paraurethral gland|Paraurethral gland [MTH2010AA/PN]|gland of Skene|
C0700038|RID270|female genital system|Female Reproductive System [MTH2010AA/PN]||
C0227747|RID271|female external genitalia|Female external genitalia structure [MTH2010AA/PN]||
C0042993|RID272|vulva|Vulva [MTH2010AA/PN]||
C0008984|RID273|clitoris|Clitoris [MTH2010AA/PN]||
C0227777|RID274|crus of clitoris|Structure of crus of clitoris [MTH2010AA/PN]||
C0227771|RID275|prepuce of clitoris|Clitoral prepuce [MTH2010AA/PN]|clitoris prepuce|
C0227769|RID276|glans of clitoris|Glans of clitoris [MTH2010AA/PN]|glans clitoridis|
C0227772|RID278|frenulum of clitoris|Frenulum of clitoris [MTH2010AA/PN]||
C0227780|RID279|suspensory ligament of clitoris|Structure of suspensory ligament of clitoris [MTH2010AA/PN]||
C0227760|RID280|labium majorum|labium majus [MTH2010AA/PN]||
C0227766|RID281|labium minorum|labium minus [MTH2010AA/PN]||
C0230190|RID282|mons pubis|Mons pubis [MTH2010AA/PN]||
C0020412|RID283|hymen|Structure of hymen [MTH2010AA/PN]||
CL378919|RID284|vulval vestibule|vulval vestibule [RADLEX3_33/PT]||
C0227761|RID285|anterior commissure of labia majora|Anterior commissure of labia majora [MTH2010AA/PN]||
C0227762|RID286|posterior commissure of labia majora|Posterior commissure of labia majora [MTH2010AA/PN]||
CL386154|RID287|navicular fossa of female urethra|navicular fossa of female urethra [RADLEX3_33/PT]|fossa navicularis of female urethra|
C0458947|RID289|female perineum|Female perineal structure [MTH2010AA/PN]||
C0029939|RID290|ovary|Ovary [MTH2010AA/PN]||
C0018120|RID291|follicle of ovary|Ovarian Follicle [MTH2010AA/PN]|ovary follicle|
C0010092|RID292|corpus luteum|Structure of corpus luteum of ovary [MTH2010AA/PN]|corpus luteum of ovary|
C0227895|RID293|corpus albicans of ovary|Structure of corpus albicans of ovary [MTH2010AA/PN]||
C0001575|RID294|uterine adnexa|Uterine adnexae structure [MTH2010AA/PN]||
C0015560|RID295|uterine tube|Fallopian Tubes [MTH2010AA/PN]|fallopian tube|
CL378921|RID296|intramural portion of fallopian tube|Uterine portion of fallopian tube [MTH2010AA/PN]|uterine part of tube|
CL378921|RID296|intramural portion of fallopian tube|Uterine portion of fallopian tube [MTH2010AA/PN]|intramural part of uterine tube|
C0227909|RID297|isthmus of fallopian tube|Structure of isthmus of fallopian tube [MTH2010AA/PN]|uterine tube isthmus|
C0227910|RID298|ampulla of fallopian tube|Structure of ampulla of fallopian tube [MTH2010AA/PN]|uterine tube ampulla|
C0227912|RID299|fimbria of fallopian tube|Fimbria of fallopian tube [MTH2010AA/PN]|uterine tube fimbria|
C0227912|RID299|fimbria of fallopian tube|Fimbria of fallopian tube [MTH2010AA/PN]|fimbriae of uterine tube|
C0230312|RID300|mesosalpinx|Structure of mesosalpinx [MTH2010AA/PN]||
C0230309|RID301|ovarian ligament|Structure of ovarian ligament [MTH2010AA/PN]|ligament of ovary|
C0042149|RID302|uterus|Uterus [MTH2010AA/PN]||
