|||expanded_form|ATN|LGC|GPI Code, GPI Code Total - for drugs, this field contains a map to the Medispan GPI codes, a hierarchical system of classifying pharmaceutical products.  For a few products, a simple one-to-one mapping with a GIP code was not possible. In these cases, all applicable GPI codes are contained in this field, separated by semicolons. |
|||expanded_form|ATN|ORIG_CODE|Original code associated with this string|
|||expanded_form|ATN|ORIG_SOURCE|Original versioned source associated with this string|
|||expanded_form|TTY|PTGB|British preferred term|
|||expanded_form|TTY|SYGB|British synonym|
|||expanded_form|TTY|XM|Cross mapping set|
|||CHANGEVAL|MRCOLS|varchar(1000)|SNOMED CT CONCEPTSTATUS or DESCRIPTIONSTATUS value after the change took place|
|||MAPSETCUI|MRCOLS|char(8)|CUI of the map set|
|||MAPID|MRCOLS|varchar(50)|Metathesaurus asserted identifier for mapping|
|||MAPRES|MRCOLS|varchar(4000)|Human readable restriction on when to apply mapping|
|||MAPSID|MRCOLS|varchar(50)|Source asserted identifier for mapping|
|||MAPSUBSETID|MRCOLS|char(8)|Map sub set identifier|
|||MAPSETSAB|MRCOLS|varchar(20)|SAB of the map set|
|||MRAUI|MRFILES|AUI1,CUI1,VER,REL,RELA,MAPREASON,AUI2,CUI2,MAPIN|AUI History|
|||MRSMAP|MRFILES|MAPSETCUI,MAPSETSAB,MAPID,MAPSID,FROMEXPR,FROMTYPE,REL,RELA,TOEXPR,TOTYPE,CVF|Simple Mappings|
|||expanded_form|ATN|AQ|SNOMED CT "allowable qualifier" attribute for representing certain relationships (those having a characteristic type of "Qualifier" and a refinability of "Mandatory") which indicate one of several allowable types of qualifiers, such as laterality or severity, that a concept may have|
|||expanded_form|ATN|CHARACTERISTICTYPE|SNOMED CT indication of whether a  relationship specifies a defining characteristic of the source concept or a possible qualification of that Concept.|
|||expanded_form|ATN|COMPONENTHISTORY|SNOMED CT history of a single instance of a change to a source data element in a particular version of SNOMED CT.|
|||expanded_form|ATN|CONCEPTSTATUS|SNOMED CT status which indicates whether a concept is in active use and, if not, indicates the reason it is inactive.|
|||expanded_form|ATN|CTV3ID|The Read Code for a SNOMED CT concept taken from the United Kingdom?s Clinical Terms Version 3 terminology.|
|||expanded_form|ATN|DESCRIPTIONSTATUS|SNOMED CT description status which indicates whether a description (concept name) is in active use and, if not, the reason it is inactive.|
|||expanded_form|ATN|DESCRIPTIONTYPE|SNOMED CT term type, indicating whether the term is the Preferred Term, Synonym or the Fully Specified Name for the associated concept.|
|||expanded_form|ATN|FROMRSAB|Root source abbreviation for the "from" identifiers of a map set|
|||expanded_form|ATN|FROMVSAB|Versioned source abbreviation for the "from" identifiers of a map set|
|||expanded_form|ATN|INITIALCAPITALSTATUS|SNOMED CT capital status, indicating whether the capitalization of the first character of the SNOMED CT term is significant.|
|||expanded_form|ATN|ISPRIMITIVE|SNOMED CT indicator of whether concept is primitive or fully defined by its defining characteristics.|
|||expanded_form|ATN|LANGUAGECODE|SNOMED CT string identifying a language and, if appropriate, a dialect in which this description is valid.|
|||expanded_form|ATN|LOINC_COMPONENT|LOINC component|
|||expanded_form|ATN|LOINC_METHOD_TYP|LOINC method type|
|||expanded_form|ATN|LOINC_PROPERTY|LOINC property|
|||expanded_form|ATN|LOINC_SCALE_TYP|LOINC scale type|
|||expanded_form|ATN|LOINC_SYSTEM|LOINC system|
|||expanded_form|ATN|LOINC_TIME_ASPECT|LOINC time aspect|
|||expanded_form|ATN|LSN|LOINC short name|
|||expanded_form|ATN|MTH_MAPFROMCOMPLEXITY|Indicates the complexity of "from" expressions used in a map set|
|||expanded_form|ATN|MTH_MAPFROMEXHAUSTIVE|Indicates whether or not the "from" source of a map set is completely mapped|
|||expanded_form|ATN|MTH_MAPSETCOMPLEXITY|Indicates the overall complexity of a map set|
|||expanded_form|ATN|MAPSETGRAMMAR|Grammar used to describe boolean expressions used in a map set|
|||expanded_form|ATN|MAPSETID|Identifier for a map set|
|||expanded_form|ATN|MAPSETNAME|Official name of a map set|
|||expanded_form|ATN|MAPSETREALMID|Identifier of a "Realm" to which a source is mapped, within which this cross mapping table is applicable. Used in cases where Realm specific business rules or guidelines alter the acceptable mappings. Realm is the same as used in SNOMED CT subsets. It includes a four character ISO6523 identifier followed by an optional series of concatenated subdivision codes defined by the registered organization.|
|||expanded_form|ATN|MAPSETRSAB|Root source abbreviation for a map set|
|||expanded_form|ATN|MAPSETRULETYPE|Indicates the types of rules used in a map set and cross map targets to which a source is mapped.|
|||expanded_form|ATN|MAPSETSCHEMEID|Standard identifier for the scheme to which a map set belongs. This may be an International Coding Scheme Identifier (ISO7826) or an Object Identifier (OID) used as specified by HL7.|
|||expanded_form|ATN|MAPSETSCHEMENAME|Full name of the target scheme in a map set.|
|||expanded_form|ATN|MAPSETSCHEMEVERSION|Version number of the target scheme (as published by the issuing organization) in a map set.|
|||expanded_form|ATN|MAPSETSEPARATORCODE|XML entity code (for example, "&#7c;" to represent the vertical-bar character) for the character used as a separator between the individual codes in the target codes field in a map set.|
|||expanded_form|ATN|MAPSETTYPE|Indicates the nature of a map set. Its value is map set specific. It can be used to indicate the inclusion of one to one, one to many and choices of maps.|
|||expanded_form|ATN|MAPSETVSAB|Versioned source abbreviation for a map set|
|||expanded_form|ATN|MTH_MAPTOCOMPLEXITY|Indicates the complexity of "to" expressions in a map set|
|||expanded_form|ATN|MTH_MAPTOEXHAUSTIVE|Indicates whether or not the "to" source is completely mapped|
|||expanded_form|ATN|PURPOSE|Indicates the purpose of an additional atom created expressly for the UMLS Metathesaurus by modifying a source atom (for example, Replaced SNOMED CT superscript/subscript indicators with XML tags).|
|||expanded_form|ATN|REFINABILITY|Indicates whether it is possible or mandatory to refine the atom when this relationship is used as a template for clinical data entry.|
|||expanded_form|ATN|REF|List of bibliographic citations related to a given nursing intervention or nursing outcome.|
|||expanded_form|ATN|SNOMEDID|SNOMED RT identifier for a SNOMED CT concept|
|||expanded_form|ATN|SUBSETCONTEXTID|SNOMED CT identifier of a subset|
|||expanded_form|ATN|SUBSETLANGUAGECODE|SNOMED CT identifier of a language and, if appropriate, a dialect to which a subset applies.|
|||expanded_form|ATN|SUBSETMEMBER|Indicates the subset(s) to which an atom belongs and its status (e.g., active, inactive) in the subset(s).|
|||expanded_form|ATN|SUBSETORIGINALID|SNOMED CT identifier for the first version of the subset on which this subset is based.|
|||expanded_form|ATN|SUBSETREALMID|"Realm" or context in which a SNOMED CT subset is used, e.g., nation, speciality, institution, etc. to which it applies. A four-character ISO6523 identifier followed by an optional series of concatenated subdivisions codes defined by the registered organization.|
|||expanded_form|ATN|SUBSETTYPE|Single digit integer indicating the nature of a SNOMED CT subset and the type of SNOMED CT component that may be a member of the subset. The meaning of the non-zero values can be found in the SNOMED CT documentation; a value of 0 is not defined as a type.|
|||expanded_form|ATN|SUBSETVERSION|SNOMED CT identifier for the version of a subset. An integer increased for each revised release.|
|||expanded_form|STT|VCW|Case and word-order variant of the preferred form|
|||expanded_form|STT|VO|Variant of the preferred form|
|||expanded_form|STT|VW|Word-order variant of the preferred form|
|||VALUE|MRCOLS|varchar(1000)|Value|
|||expanded_form|TTY|PCN|Preferred Common Name|
|||expanded_form|TTY|UPC|Unique preferred common name|
|||expanded_form|ATN|AM|Ambiguous string indicator|
|||expanded_form|ATN|AN|MeSH Annotation - an informative MeSH note written primarily for indexers or catalogers that may also be useful in explaining the use of a MeSH term to online searchers. |
|||expanded_form|ATN|AQL|MeSH Allowable Qualifier - list of allowable qualifier abbreviations for MeSH main headings (e.g. AA, CL, CS, DF, DU, IM, I,P ME, PK)|
|||expanded_form|ATN|ATC|Alternative Billing Codes Tree Code - actual alternative medicine billing alphabetic code string. Treenumber for context in MRCXT.  |
|||expanded_form|ATN|AXR|Alternative Billing Codes mapped to NIC codes (e.g. 2311)|
|||expanded_form|ATN|CCF|Canonical Clinical Problem Statement System (CCPSS) frequency - the number of times a CCPSS term appears in a patient record. |
|||expanded_form|ATN|CCI|ICD-9-CM code(s) clusters in a Clinical Classifications Software (CCS) category - individual ICD-9-CM codes (or ranges of such codes) classified into CCS categories. |
|||expanded_form|ATN|CFR|Code of Federal Regulation Number (e.g. 862.3220, 892.1610)|
|||expanded_form|ATN|CPA|CPT Short Description - CPT abbreviated procedure description (e.g. ANESTH)|
|||expanded_form|ATN|CPF|CPT Full Procedure - complete text of the CPT full procedure, in cases where the CPT2002 term in the "STR" field of MRCON has been trimmed from its original form.|
|||expanded_form|ATN|CX|MeSH Consider Also Note - other word roots or prefixes that should be consulted for concepts related to this MeSH concept, e.g., the value for "Heart" is "consider also terms at cardi- and myocardi-". |
|||expanded_form|ATN|DA|Metathesaurus Date of entry - YYYYMMDD, e.g., 19920830 - date of entry of the concept into the Metathesaurus. |
|||expanded_form|ATN|DCSA|Controlled Substance Act designation code (e.g. 4)|
|||expanded_form|ATN|DC|MeSH Descriptor class - type of MeSH term the concept name represents.|
|||expanded_form|ATN|DDFA|Drug Doseform Abbreviation (e.g. SOLN)|
|||expanded_form|ATN|DDF|Drug Doseform (e.g. chewable tablet)|
|||expanded_form|ATN|DHJC|Multum HCPCS J-code Multum clinical drugs linked to HCPCS J-codes where applicable (e.g. J7507)|
|||expanded_form|ATN|DID|Descriptor Identifier|
|||expanded_form|ATN|DIV|NCBI Division/Phyla (e.g. DIV[NCBI]Viruses)|
|||expanded_form|ATN|DPC|Multum Pregnancy Hazard Classification Code assigned to Multum clinical drugs. (e.g. X, D) |
|||expanded_form|ATN|DQ|MeSH Date Qualifier Established YYYYMMDD - date the qualifier became available for indexing MEDLARS citations. |
|||expanded_form|ATN|DRTA|Drug Route of Administration Abbreviation (e.g. INJ)|
|||expanded_form|ATN|DRT|Drug Route of Administration (e.g. Injection (systemic) )|
|||expanded_form|ATN|DST|Drug Strength (e.g. 0.01%, 0.02 MG, 0.02 MG/ML)|
|||expanded_form|ATN|DS|MeSH Descriptor Sort Version - form needed for proper sequencing of the concept name, if the name could not be sequenced properly by the sort algorithms used in the MeSH publications (e.g. MC Antithrombin III DS Antithrombin 03)|
|||expanded_form|ATN|DX|MeSH Date major descriptor established YYYYMMDD - first day of the Index Medicus publication month in which the descriptor (in any form) was available for searching as a major descriptor. |
|||expanded_form|ATN|EC|MeSH Entry combination - an invalid MeSH main heading/subheading combination that is a cross reference to a single MeSH main heading or a main heading/subheading combination that should be used in its place. |
|||expanded_form|ATN|EV|MeSH Entry term abbreviation - a short form for a MeSH entry term or cross reference used primarily in MEDLINE record creation and maintenance. |
|||expanded_form|ATN|EZ|Enzyme Commission Number - International Union of Biochemists Enzyme Commission number for an enzyme concept.|
|||expanded_form|ATN|FX|MeSH MH Mapping - maps a MeSH MH to a 'See Related' MH. |
|||expanded_form|ATN|GAN|Genbank Accession Number|
|||expanded_form|ATN|GXR|GO Cross Reference to external databases (e.g. MetaCyc:TRNA-CHARGING-PWY)|
|||expanded_form|ATN|HAB|HCPCS abbreviation (short form)|
|||expanded_form|ATN|HAC|HCPCS action code - code denoting the change made to a procedure or modifier code within the HCPCS system.|
|||expanded_form|ATN|HAD|HCPCS Action Effective Date - effective date of action to a procedure or modifier code.|
|||expanded_form|ATN|HAQ|HCPCS Anesthesia Base Unit Quantity - base unit represents the level of intensity for anesthesia procedure services that reflects all activities except time.|
|||expanded_form|ATN|HBT|HCPCS Berenson-Eggers Type of Service Code - BETOS for the procedure code based on generally agreed upon clinically meaningful groupings of procedures and services.|
|||expanded_form|ATN|HCC|HCPCS Coverage Code - code denoting Medicare coverage status.  There are two subelements separated by "=".|
|||expanded_form|ATN|HCD|HCPCS Code Added Date - year the HCPCS code was added to the HCFA Common Procedure Coding System. |
|||expanded_form|ATN|HIR|HCPCS Coverage Issues Manual Reference Section Number - number identifying the Reference Section of the Coverage Issues Manual. |
|||expanded_form|ATN|HLC|HCPCS Lab Certification Code - code used to classify laboratory procedures according to the specialty certification categories listed by CMS(formerly HCFA).|
|||expanded_form|ATN|HMP|HCPCS Multiple Pricing Indicator Code - code used to identify instances where a procedure could be priced.|
|||expanded_form|ATN|HMR|HCPCS Medicare Carriers Manual reference section number - number identifying a section of the Medicare Carriers Manual |
|||expanded_form|ATN|HM|MeSH Heading Mapped To - heading mapped to attribute in C-MeSH containing repeating (MH or MH/SH) elements (e.g. HM = PYRROLIDINONES, HM = *TARTRATES, HM = ESTRONE/* analogs & derivatives)|
|||expanded_form|ATN|HN|History Note - for MeSH history notes, the year when the current form of the MeSH term was established as a major and/or minor descriptor.|
|||expanded_form|ATN|HPD|HCPCS ACD payment group effective date -  date the procedure is assigned to the ASC payment group.|
|||expanded_form|ATN|HPG|HCPCS ASC payment group code which represents the dollar amount of the facility charge payable by Medicare for the procedure.|
|||MRCOC|MRFILES|CUI1,AUI1,CUI2,AUI2,SAB,COT,COF,COA,CVF|Co-occurring Concepts|
|||MRCOLS|MRFILES|COL,DES,REF,MIN,AV,MAX,FIL,DTY|Attribute Relation|
|||MRCUI|MRFILES|CUI1,VER,REL,RELA,MAPREASON,CUI2,MAPIN|CUI History|
|||MRCXT|MRFILES|CUI,SUI,AUI,SAB,CODE,CXN,CXL,RANK,CXS,CUI2,AUI2,HCD,RELA,XC,CVF|Concept Contexts|
|||MRDEF|MRFILES|CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF|Definitions|
|||MRFILES|MRFILES|FIL,DES,FMT,CLS,RWS,BTS|Relation Relation|
|||MRRANK|MRFILES|RANK,SAB,TTY,SUPPRESS|Concept Name Ranking|
|||MRREL|MRFILES|CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF|Related Concepts|
|||MRSAB|MRFILES|VCUI,RCUI,VSAB,RSAB,SON,SF,SVER,VSTART,VEND,IMETA,RMETA,SLC,SCC,SRL,TFR,CFR,CXTY,TTYL,ATNL,LAT,CENC,CURVER,SABIN,SSN,SCIT|Source Metadata|
|||MRSAT|MRFILES|CUI,LUI,SUI,METAUI,STYPE,CODE,ATUI,SATUI,ATN,SAB,ATV,SUPPRESS,CVF|Simple Concept, Term and String Attributes|
|||MRSTY|MRFILES|CUI,TUI,STN,STY,ATUI,CVF|Semantic Types|
|||MRXNS_ENG|MRFILES|LAT,NSTR,CUI,LUI,SUI|Normalized String Index|
|||MRXNW_ENG|MRFILES|LAT,NWD,CUI,LUI,SUI|Normalized Word Index|
|||MRXW_BAQ|MRFILES|LAT,WD,CUI,LUI,SUI|Basque Word Index|
|||MRXW_DAN|MRFILES|LAT,WD,CUI,LUI,SUI|Danish Word Index|
|||MRXW_DUT|MRFILES|LAT,WD,CUI,LUI,SUI|Dutch Word Index|
|||MRXW_ENG|MRFILES|LAT,WD,CUI,LUI,SUI|English Word Index|
|||MRXW_FIN|MRFILES|LAT,WD,CUI,LUI,SUI|Finnish Word Index|
|||MRXW_FRE|MRFILES|LAT,WD,CUI,LUI,SUI|French Word Index|
|||MRXW_GER|MRFILES|LAT,WD,CUI,LUI,SUI|German Word Index|
|||MRXW_HEB|MRFILES|LAT,WD,CUI,LUI,SUI|Hebrew Word Index|
|||MRXW_HUN|MRFILES|LAT,WD,CUI,LUI,SUI|Hungarian Word Index|
|||MRXW_ITA|MRFILES|LAT,WD,CUI,LUI,SUI|Italian Word Index|
|||MRXW_NOR|MRFILES|LAT,WD,CUI,LUI,SUI|Norwegian Word Index|
|||MRXW_POR|MRFILES|LAT,WD,CUI,LUI,SUI|Portuguese Word Index|
|||MRXW_RUS|MRFILES|LAT,WD,CUI,LUI,SUI|Russian Word Index|
|||MRXW_SPA|MRFILES|LAT,WD,CUI,LUI,SUI|Spanish Word Index|
|||MRXW_SWE|MRFILES|LAT,WD,CUI,LUI,SUI|Swedish Word Index|
|||C0078863|MRSAT|19900930|DA values for CUIs <= key|
|||C0085070|MRSAT|19910815|DA values for CUIs <= key|
|||C0152041|MRSAT|19920830|DA values for CUIs <= key|
|||C0175565|MRSAT|19930416|DA values for CUIs <= key|
|||C0220777|MRSAT|19940412|DA values for CUIs <= key|
|||C0259730|MRSAT|19950417|DA values for CUIs <= key|
|||C0300921|MRSAT|19960101|DA values for CUIs <= key|
|||C0391801|MRSAT|19970101|DA values for CUIs <= key|
|||C0541396|MRSAT|19980101|DA values for CUIs <= key|
|||C0700344|MRSAT|19990101|DA values for CUIs <= key|
|||C0813178|MRSAT|20000101|DA values for CUIs <= key|
|||C0851278|MRSAT|20000501|DA values for CUIs <= key|
|||C0877778|MRSAT|20001001|DA values for CUIs <= key|
|||C0919414|MRSAT|20010101|DA values for CUIs <= key|
|||C0920296|MRSAT|20010401|DA values for CUIs <= key|
|||C0936016|MRSAT|20011001|DA values for CUIs <= key|
|||C0995127|MRSAT|20020101|DA values for CUIs <= key|
|||ATNL|MRCOLS|varchar(1000)|Attribute name list for a source|
|||ATN|MRCOLS|varchar(50)|Attribute name|
|||ATV|MRCOLS|varchar(4000)|Attribute value|
|||ATX|MRCOLS|varchar(300)|Associated expression|
|||AV|MRCOLS|numeric(5,2)|Average Length, Characters|
|||BTS|MRCOLS|integer|Size in Bytes|
|||CENC|MRCOLS|varchar(20)|Character encoding of a source as specified by IANA|
|||CFR|MRCOLS|integer|CUI frequency for a source|
|||CLS|MRCOLS|integer|Number of columns|
|||COA|MRCOLS|varchar(300)|Attributes of co-occurrence|
|||COF|MRCOLS|integer|Frequency of co-occurrence|
|||COL|MRCOLS|varchar(20)|Column or data element name|
|||COT|MRCOLS|varchar(3)|Type of co-occurrence|
|||CREL|MRCOLS|varchar(4)|Relationship to retired CUI (CUI1) to current CUI (CUI2)|
|||CUI1|MRCOLS|char(8)|Unique identifier for first concept|
|||CUI2|MRCOLS|char(8)|Unique identifier for second concept|
|||CUI|MRCOLS|char(8)|Unique identifier for concept|
|||CXL|MRCOLS|char(3)|Context member label, i.e., ANC for ancestor of this atom, CCP for the atom itself, SIB for sibling of this atom, CHD for child of this atom|
|||CXN|MRCOLS|integer|The context number if the atom has multiple contexts|
|||CXS|MRCOLS|varchar(3000)|String for context member|
|||CXTY|MRCOLS|varchar(50)|Context type for a source (as per section 2.3.2)|
|||DEF|MRCOLS|varchar(6000)|Definition|
|||DES|MRCOLS|varchar(200)|Descriptive Name|
|||DTY|MRCOLS|varchar(20)|SQL-92 data type for this column|
|||FIL|MRCOLS|varchar(50)|Physical FILENAME|
|||FMT|MRCOLS|varchar(300)|Comma separated list of COL|
|||FR|MRCOLS|integer|Frequency count of number of occurrences of concept|
|||HCD|MRCOLS|varchar(50)|Source asserted hierarchical number or code of context member (if it exists)|
|||ISN|MRCOLS|varchar(20)|Name of information source or database|
|||IMETA|MRCOLS|varchar(10)|Version of the Metathesaurus that a source was added|
|||LAT|MRCOLS|char(3)|Language of Term(s)|
|||LRL|MRCOLS|integer|Least Restriction Level|
|||LUI|MRCOLS|char(8)|Unique identifier for term|
|||MAX|MRCOLS|integer|Maximum Length|
|||VEND|MRCOLS|char(10)|Valid end date for a source|
|||MG|MRCOLS|varchar(1)|Machine generated and unverified indicator|
|||MIN|MRCOLS|integer|Minimum Length|
|||VSTART|MRCOLS|char(10)|Valid start date for a source|
|||NSTR|MRCOLS|varchar(3000)|Normalized string|
|||NWD|MRCOLS|varchar(100)|Normalized word|
|||RANK|MRCOLS|integer|Termgroup ranking|
|||REF|MRCOLS|varchar(20)|Documentation Section Number|
|||RELA|MRCOLS|varchar(100)|Relationship attribute|
|||REL|MRCOLS|varchar(4)|Relationship|
|||RNK|MRCOLS|integer|Rank|
|||RMETA|MRCOLS|varchar(10)|Version of the Metathesaurus where a version is removed|
|||RWS|MRCOLS|integer|Number of rows|
|||SAB|MRCOLS|varchar(20)|Source abbreviation|
|||SCC|MRCOLS|varchar(1000)|Content contact info for a source|
|||SF|MRCOLS|varchar(20)|Source Family|
|||SLC|MRCOLS|varchar(1000)|License contact info for a source|
|||SL|MRCOLS|varchar(20)|Source of relationship labels|
|||SNA|MRCOLS|varchar(3000)|Actual name present in the information source, if not present in the Metathesaurus when the locator information was added|
|||SOC|MRCOLS|varchar(20)|Source of co-occurrence information|
|||SON|MRCOLS|varchar(3000)|Source Official Name|
|||SOUI|MRCOLS|varchar(10)|Unique identifier of record|
|||SRL|MRCOLS|integer|Source Restriction Level|
|||STR|MRCOLS|varchar(3000)|String|
|||STT|MRCOLS|varchar(3)|String type|
|||STY|MRCOLS|varchar(50)|Semantic type|
|||SUI|MRCOLS|char(8)|Unique identifier for string|
|||SUPRES|MRCOLS|char(1)|Suppressible flag|
|||SVER|MRCOLS|varchar(20)|Release date or version number of a source|
|||TFR|MRCOLS|integer|Term frequency for a source|
|||TS|MRCOLS|char(1)|Term status|
|||TTYL|MRCOLS|varchar(50)|Term type list for a source|
|||TTY|MRCOLS|varchar(20)|Term type in source|
|||TUI|MRCOLS|char(4)|Unique identifier of Semantic type|
|||UN|MRCOLS|varchar(10)|Meaning of frequency|
|||VER|MRCOLS|varchar(10)|Last release version in which CUI1 was valid|
|||WD|MRCOLS|varchar(100)|Word in lower-case|
|||XC|MRCOLS|varchar(1)|Has Child|
|||C1110637|MRSAT|20020501|DA Values for CUIs <= key|
|||CODE|MRCOLS|varchar(50)|Unique Identifier or code for string in source|
|||C1122992|MRSAT|20020801|DA Values for CUIs <= key|
|||CURVER|MRCOLS|char(1)|Current Version flag|
|||expanded_form|TTY|CN|LOINC official component name|
|||expanded_form|TTY|CO|ICPC component names (these are hierarchical terms, as opposed to the LOINC component names which are analytes)|
|||expanded_form|TTY|CP|ICPC component process (in original form)|
|||expanded_form|TTY|CS|Short component process in ICPC, i.e. include some abbreviations|
|||expanded_form|TTY|CX|Component process in ICPC with abbreviations expanded|
|||expanded_form|TTY|DE|Descriptor|
|||expanded_form|TTY|DFA|Dose Form Abbreviation|
|||expanded_form|TTY|DF|Dose Form|
|||expanded_form|TTY|DI|Disease name|
|||expanded_form|TTY|DO|Domain|
|||expanded_form|TTY|DS|Short form of descriptor|
|||expanded_form|TTY|DT|Definitional term, present in the Metathesaurus because of its connection to a Dorland's definition or to a definition created especially for the Metathesaurus|
|||expanded_form|TTY|DX|Diagnosis|
|||expanded_form|TTY|EN|MeSH nonprint entry "term"|
|||expanded_form|TTY|EP|Entry "term"|
|||expanded_form|TTY|EQ|Equivalent name|
|||expanded_form|TTY|ES|Short form of entry term|
|||expanded_form|TTY|ET|Entry "term"|
|||expanded_form|TTY|EX|Expanded form of entry term|
|||expanded_form|TTY|FI|Finding name|
|||expanded_form|TTY|FN|Full form of descriptor|
|||expanded_form|TTY|GN|Generic drug name|
|||expanded_form|TTY|GO|Goal|
