MACRO_CHANGE_STATUS|batch_action_code|S|
MACRO_CHANGE_TOBERELEASED|batch_action_code|T|
MACRO_DELETE|batch_action_code|D|
MACRO_INSERT|batch_action_code|I|
MACRO_MOVE|batch_action_code|CF|
MAINTENANCE|work_type|Routine database maintenance work (e.g. inserting MTH/TM atoms)|
MATRIX|work_type|Work done by processes which alter editing_matrix.|
MA|table_name|molecular_actions|
MGV_A1|merge_inhibitor|icproc_mgv_a1|
MGV_A1|snapshot_procedure|snapshot_mgv_a1|
MGV_A3|merge_inhibitor|icproc_mgv_a3|
MGV_A3|snapshot_procedure|snapshot_mgv_a3|
MGV_A4|merge_inhibitor|icproc_mgv_a4|
MGV_A4|snapshot_procedure|snapshot_mgv_a4|
MGV_ADHOC|merge_inhibitor|icproc_mgv_adhoc|
MGV_ADHOC|snapshot_procedure|snapshot_mgv_adhoc|
MGV_B2|merge_inhibitor|icproc_mgv_b2|
MGV_B2|snapshot_procedure|snapshot_mgv_b2|
MGV_B|merge_inhibitor|icproc_mgv_b|
MGV_B|snapshot_procedure|snapshot_mgv_b|
MGV_C|merge_inhibitor|icproc_mgv_c|
MGV_C|snapshot_procedure|snapshot_mgv_c|
MGV_D|merge_inhibitor|icproc_mgv_d|
MGV_D|snapshot_procedure|snapshot_mgv_d|
MGV_E|merge_inhibitor|icproc_mgv_e|
MGV_E|snapshot_procedure|snapshot_mgv_e|
MGV_F|merge_inhibitor|icproc_mgv_f|
MGV_F|snapshot_procedure|snapshot_mgv_f|
MGV_G|merge_inhibitor|icproc_mgv_g|
MGV_G|snapshot_procedure|snapshot_mgv_g|
MGV_H1|merge_inhibitor|icproc_mgv_h1|
MGV_H1|snapshot_procedure|snapshot_mgv_h1|
MGV_H2|merge_inhibitor|icproc_mgv_h2|
MGV_H2|snapshot_procedure|snapshot_mgv_h2|
MGV_I|merge_inhibitor|icproc_mgv_i|
MGV_I|snapshot_procedure|snapshot_mgv_i|
MGV_J|merge_inhibitor|icproc_mgv_j|
MGV_J|snapshot_procedure|snapshot_mgv_j|
MGV_K|merge_inhibitor|icproc_mgv_k|
MGV_K|snapshot_procedure|snapshot_mgv_k|
MGV_L|merge_inhibitor|icproc_mgv_l|
MGV_L|snapshot_procedure|snapshot_mgv_l|
MGV_MM|merge_inhibitor|icproc_mgv_mm|
MGV_MM|snapshot_procedure|snapshot_mgv_mm|
MGV_PN|merge_inhibitor|icproc_mgv_pn|
MGV_PN|snapshot_procedure|snapshot_mgv_pn|
MG|molecular_action|MOLECULAR_MERGE|
MOLECULAR_CHANGE_ATOM_ID|batch_action_code|A|
MOLECULAR_CHANGE_FIELD|batch_action_code|CF|
MOLECULAR_CHANGE_STATUS|batch_action_code|S|
MOLECULAR_CHANGE_TOBERELEASED|batch_action_code|T|
MOLECULAR_DELETE|batch_action_code|D|
MOLECULAR_INSERT|batch_action_code|I|
MOLECULAR_MOVE|batch_action_code|C|
MOVE|batch_action_code|C|
MP|coc_type|Co-occurrence of modifier and problem within a patient record|
MT|merge_level|Facts based on exact matches.|
MV|molecular_action|MOLECULAR_MOVE|
NONE|code_match|Same or different codes|
NONE|string_match|Match or non-match|
MGV_MUI|merge_inhibitor|icproc_mgv_mui|
MGV_MUI|snapshot_procedure|snapshot_mgv_mui|
SRC_ATOM_ID|sg_type|indicates that a generic id field contains a src atom id|
SOURCE_CUI|sg_type|indicates that a generic field contains a source asserted concept id|
SOURCE_AUI|sg_type|indicates that a generic field contains a source asserted atom id|
SOURCE_DUI|sg_type|indicates that a generic field contains a source asserted descriptor id|
SOURCE_RUI|sg_type|indicates that a generic field contains a source asserted relationship id|
DR|table_name|dead_relationships|
DCR|table_name|dead_context_relationships|
DA|table_name|dead_attributes|
DC|table_name|dead_classes|
FC|table_name|foreign_classes|
DFC|table_name|dead_foreign_classes|
FA|table_name|foreign_attributes|
DFA|table_name|dead_foreign_attributes|
SOURCE_CUI|map_sg_type|Source asserted concept ids with a source qualifier|
SOURCE_AUI|map_sg_type|Source asserted atom  ids with a source qualifier|
SOURCE_DUI|map_sg_type|Source asserted descriptors with a source qualifier|
SOURCE_RUI|map_sg_type|Source asserted relationship ids with a source qualifier.  Gets mapped to the atom_id_1 of the relationship|
CODE_STRIPPED_SOURCE|sg_type|CODE_SOURCE with a stripped source.|
CODE_STRIPPED_TERMGROUP|sg_type|CODE_TERMGROUP with termgroups like MSH/MH|
CUI_STRIPPED_SOURCE|sg_type|CUI values within a root source|
CUI_ROOT_SOURCE|sg_type|CUI values within a root source|
CUI_SOURCE|sg_type|CUI values within a source|
ROOT_SOURCE_AUI|map_sg_type|Source asserted atom id with a root source qualifier|
ROOT_SOURCE_CUI|map_sg_type|Source asserted concept id with a root source qualifier|
CF|batch_action_code|CF|
ROOT_SOURCE_DUI|map_sg_type|Source asserted descriptor with a root sourc equalifier|
ROOT_SOURCE_RUI|map_sg_type|Source asserted relationship id with a root source qualifier|
CODE_ROOT_TERMGROUP|map_sg_type|CODE_TERMGROUP with termgroups like MSH/MH|
CODE_ROOT_SOURCE|map_sg_type|CODE_SOURCE with a stripped source|
qa_test_name|valid_code_type|Code representing a production test_name from the qa_counts.csh script.|
sab_tally|qa_test_name|Count of the number of lines in the file by SAB values.|
aui_cnt|qa_test_name|Count of the number of distinct AUI values in the file.|
cui_cnt|qa_test_name|Count of the number of distinct CUI values in the file.|
row_cnt|qa_test_name|Count of the number of lines in the file.|
termgrp_tally|qa_test_name|Count of the number of lines in the file by SAB, TTY.  The values are shown as "SAB/TTY" (e.g. MSHCZE/MH).|
sab_srl_tally|qa_test_name|Count of the number of lines in the file by SAB, SRL in MRCONSO.RRF.  Generally, these counts should be the same as the line counts by SAB (sab_tally).|
sab_scd_tally|qa_test_name|Count of the number of distinct CODE values in MRCONSO.RRF by SAB.  For sources that have unique codes for each atom, these counts will match the line counts by SAB (sab_tally).|
cl_cnt|qa_test_name|Count of the number of distinct CUI,LUI values in the file.|
lui_cnt|qa_test_name|Count of the number of distinct LUI values in the file.|
sui_cnt|qa_test_name|Count of the number of distinct SUI values in the file.|
cs_cnt|qa_test_name|Count of the number of distinct CUI,SUI values in the file.|
cls_cnt|qa_test_name|Count of the number of distinct CUI,LUI,SUI values in the file.|
c1_a1_c2_a2_cnt|qa_test_name|Count of the number of distinct CUI1,AUI1,CUI2,AUI2 values in the file.|
coa_tally|qa_test_name|Sum of the counts assigned to the various COA codes in MRCOC.RRF.  For example, if a MRCOC.RRF line has a COA value of "AA=4,AB=3" and another with a COA value of "AA=2", the coa_tally value for AA will be 6 (4 + 2) and the coa_tally value for AB will be 3.  <br><br>Note: this means that it is not the number of lines in which that COA appears, or the number of times it appears, but rather the sum of all of the numbers on the right hand of the = expressions grouped by the codes on the left hand side of the = expressions.|
cot_tally|qa_test_name|Count of the number of lines in the file by COT values.|
cui1_aui1_cnt|qa_test_name|Count of the number of distinct CUI1,AUI1 values in the file.|
cui2_aui2_cnt|qa_test_name|Count of the number of distinct CUI2,AUI2 values in the file.|
sab_cot_tally|qa_test_name|Count of the number of lines in the file by SAB,COT values.|
cui2_cnt|qa_test_name|Count of the number of distinct CUI2 values in the file.|
plui_cnt|qa_test_name|Count of the number of distinct PLUI values in the file.  PLUI values are LUIs from previous release MRCONSO.RRF files that do not appear in the current version MRCONSO.RRF.|
pcui_cnt|qa_test_name|Count of the number of distinct PCUI values in the file.  PCUI values are CUIs from previous release MRCONSO.RRF files that do not appear in the current version MRCONSO.RRF.|
psui_cnt|qa_test_name|Count of the number of distinct PSUI values in the file.  PSUI values are SUIs from previous release MRCONSO.RRF files that do not appear in the current version MRCONSO.RRF.|
plui_lui_cnt|qa_test_name|Count of the number of distinct PLUI,LUI values in the file.  PLUI values are LUIs from previous release MRCONSO.RRF files that do not appear in the current version MRCONSO.RRF.|
rel_tally|qa_test_name|Count of the number of lines in the file by REL values.|
rela_tally|qa_test_name|Count of the number of lines in the file by RELA values.|
cui1_cnt|qa_test_name|Count of the number of distinct CUI1 values in the file.|
rel_ver_tally|qa_test_name|Count of the number of lines in the file by REL,VER values.|
pcui_cui_cnt|qa_test_name|Count of the number of distinct PCUI,CUI values in the file.  PCUI values are CUIs from previous release MRCONSO.RRF files that do not appear in the current version MRCONSO.RRF.|
xc_cxl_tally|qa_test_name|Count of the number of lines in the file where the XC flag is set by CXL values. CXL values are ANC, CCP, CHD, and SIB.|
aui2_cnt|qa_test_name|Count of the number of distinct AUI2 values in the file.|
ca_cnt|qa_test_name|Count of the number of distinct CUI,AUI values in the file.|
cxl_tally|qa_test_name|Count of the number of lines in the file by CXL values.  The CXL values are: ANC, CCP, CHD, SIB.|
cxt_cnt|qa_test_name|Count of the number of distinct contexts represented in the file.  A context is made up of a singe path to the root (for a given RELA) along with any information about siblings and children.  In MRCXT.RRF this may be many rows, in MRHIER.RRF, it is a single row.|
sab_cxl_rel_tally|qa_test_name|Count of the number of lines in the file by SAB,CXL,REL values. CXL values are ANC, CCP, CHD, and SIB.|
sab_cxl_tally|qa_test_name|Count of the number of lines in the file by SAB,CXL values. CXL values are ANC, CCP, CHD, and SIB.|
sab_cxn_tally|qa_test_name|Count of the number of lines in the file by SAB,CXN values.|
sab_rel_tally|qa_test_name|Count of the number of lines in the file by SAB,REL values.|
dockey_cnt|qa_test_name|Count of the number of lines in the file by DOCKEY values.|
value_cnt|qa_test_name|Count of the number of lines in the file by VALUE values.|
type_dockey_tally|qa_test_name|Count of the number of lines in the file by TYPE,DOCKEY.|
type_cnt|qa_test_name|Count of the number of distinct TYPE values in the file.|
type_dockey_cnt|qa_test_name|Count of the number of distinct TYPE,DOCKEY values in the file.|
bts_cnt|qa_test_name|Sum of all of the BTS values for the file. This represents the total byte count of the Metathesaurus (with UNIX line termination).|
col_cnt|qa_test_name|Count of the number of distinct COL values.  In other words, the total number of distinct column names.|
col_tally|qa_test_name|Count of the number of lines by COL values.  In other words, the count of the number of files using it by column name used.|
file_cnt|qa_test_name|Count of the total number of files in the Metathesaurus.|
cui_aui_cnt|qa_test_name|Count of the number of distinct CUI,AUI values in the file.|
cui_aui_cxn_cnt|qa_test_name|Count of the number of distinct CUI,AUI,CXN values in the file.  This is also the count of the total number of contexts.|
toexpr_cnt|qa_test_name|Count of the number of distinct TOEXPR values in the file.  This is the count of the number of "map targets".|
fromexpr_cnt|qa_test_name|Count of the number of distinct FROMEXPR values in the file.|
key_cnt|qa_test_name|Count of the number of distinct key field values in the file. <ul><li>MRMAP: MAPSETCUI,MAPSUBSETID,MAPRANK,FROMID,TOUI</li></ul>|
sab_cui_tally|qa_test_name|Count of the number of lines in the file by SAB,CUI values.  For MRMAP the fields are actually called MAPSETSAB,MAPSETCUI.|
sab_tty_cnt|qa_test_name|Count of the number of distinct SAB,TTY values in the file.|
suppress_tally|qa_test_name|Count of the number of lines in the file by SUPPRESS.|
tty_tally|qa_test_name|Count of the number of lines in the file by TTY values.|
r_r_s_s_tally|qa_test_name|Count of the number of lines in the file by REL,RELA,SAB,SL values.|
r_s_s_tally|qa_test_name|Count of the number of lines in the file by REL,SAB,SL values.|
rrss_selfref_tally|qa_test_name|Count of the number of lines in the file by REL,RELA,SAB,SL values where CUI1=CUI2.|
sab_sl_tally|qa_test_name|Count of the number of lines in the file by SAB,SL values.|
sl_tally|qa_test_name|Count of the number of lines in the file by SL values.|
sab_dir_tally|qa_test_name|Count of the number of lines in the file by SAB,DIR values.  DIR is the flag indicating directionality of relationships.  Y indicates that this is the direction in which the source asserted the relationship.|
aui_selfref_cnt|qa_test_name|Count of the number of lines in the file where AUI1=AUI2.|
cui_selfref_cnt|qa_test_name|Count of the number of lines in the file where CUI1=CUI2.|
sab_with_dir_cnt|qa_test_name|Count of the number of lines in the file by SAB values where DIR is not null.|
t1_t2_sab_tally|qa_test_name|Count of the number of lines in the file by STYPE1,STYPE2,SAB values.|
sf_cnt|qa_test_name|Count of the number of distinct SF (source family) values in the file.|
rcui_cnt|qa_test_name|Count of the number of distinct RCUI (root SRC CUI) values in the file.|
rsab_cnt|qa_test_name|Count of the number of distinct RSAB (root SAB) values in the file.|
vsab_cnt|qa_test_name|Count of the number of distinct VSAB (versioned SAB) values in the file.|
vcui_cnt|qa_test_name|Count of the number of distinct VCUI (versioned SRC CUI) values in the file.|
sf_lat_cnt|qa_test_name|Count of the number of distinct SF,LAT (source family,language) values in the file.|
atn_sab_tally|qa_test_name|Count of the number of lines in the file by ATN,SAB values.|
atn_tally|qa_test_name|Count of the number of lines in the file by ATN (attribute name) values.|
code_sab_tally|qa_test_name|Count of the number of lines in the file by CODE,SAB  values.|
stype_sab_tally|qa_test_name|Count of the number of lines in the file by STYPE,SAB  values.|
cu_cnt|qa_test_name|Count of the number of distinct CUI,METAUI values.|
cm_cnt|qa_test_name|Count of the number of distinct CUI,METAUI values.|
metaui_cnt|qa_test_name|Count of the number of distinct METAUI values.|
stn_tally|qa_test_name|Count of the number of lines in the file by STN (STY tree number) values.|
sty_tally|qa_test_name|Count of the number of lines in the file by STY values.|
tui_tally|qa_test_name|Count of the number of lines in the file by TUI values.|
con_row_cnt|qa_test_name|Count of the number of lines (or rows) in MRCON.|
con_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRCON.|
con_lui_cnt|qa_test_name|Count of the number of distinct LUI values in MRCON.|
con_sui_cnt|qa_test_name|Count of the number of distinct SUI values in MRCON.|
con_cls_cnt|qa_test_name|Count of the number of distinct CUI,LUI,SUI values in MRCON.|
con_cl_cnt|qa_test_name|Count of the number of distinct CUI,LUI values in MRCON.|
con_cs_cnt|qa_test_name|Count of the number of distinct CUI,SUI values in MRCON.|
con_ls_cnt|qa_test_name|Count of the number of distinct LUI,SUI values in MRCON.|
con_lang_tally|qa_test_name|Count of the number lines in MRCON by LAT values.|
con_lat_ts_stt_tally|qa_test_name|Count of the number lines in MRCON by LAT,TS,STT values.|
con_ts_tally|qa_test_name|Count of the number lines in MRCON by TS values.|
con_stt_tally|qa_test_name|Count of the number lines in MRCON by STT values.|
con_ts_stt_tally|qa_test_name|Count of the number lines in MRCON by TS,STT values.|
con_lrl_tally|qa_test_name|Count of the number lines in MRCON by LRR values.|
con_ambig_suis_cnt|qa_test_name|Count of the number of ambiguous SUI values in MRCON.|
con_ambig_luis_cnt|qa_test_name|Count of the number of ambiguous LUI values in MRCON.|
con_min_length|qa_test_name|Minimum length of the STR field in MRCON.|
con_max_length|qa_test_name|Maximum length of the STR field in MRCON.|
so_row_cnt|qa_test_name|Count of the number of lines (or rows) in MRSO.|
so_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRSO.|
so_lui_cnt|qa_test_name|Count of the number of distinct LUI values in MRSO.|
so_sui_cnt|qa_test_name|Count of the number of distinct SUI values in MRSO.|
so_cls_cnt|qa_test_name|Count of the number of distinct CUI,LUI,SUI values in MRSO.|
so_cl_cnt|qa_test_name|Count of the number of distinct CUI,LUI values in MRSO.|
so_cs_cnt|qa_test_name|Count of the number of distinct CUI,SUI values in MRSO.|
so_ls_cnt|qa_test_name|Count of the number of distinct LUI,SUI values in MRSO.|
so_termgrp_tally|qa_test_name|Count of the number lines in MRSO by SAB/TTY values.|
so_sab_srl_tally|qa_test_name|Count of the number lines in MRSO by SAB,SRL values.|
so_srl_tally|qa_test_name|Count of the number of lines in MRSO by SRL values.|
so_sab_tally|qa_test_name|Count of the number of lines in MRSO by SAB values.|
so_tty_tally|qa_test_name|Count of the number of lines in MRSO by TTY values.|
so_nocode_cnt|qa_test_name|Count of the number of lines where CODE=NOCODE in MRSO.|
so_suppr_termgrp_tally|qa_test_name|Count of the number of lines in MRSO by SAB/TTY values where SUPPRESS!=N.|
mrx_cls_cnt|qa_test_name|Count of the number of distinct CUI,LUI,SUI values in the file.|
rank_row_cnt|qa_test_name|Count of the number of lines in MRRANK.|
rank_sab_tally|qa_test_name|Count of the number of lines in MRRANK by SAB values.|
rank_tty_tally|qa_test_name|Count of the number of lines in MRRANK by TTY values.|
rank_supprs_tally|qa_test_name|Count of the number of lines in MRRANK by TTY values.|
rank_sab_tty_cnt|qa_test_name|Count of the number of lines in MRRANK by SAB,TTY values.|
sty_row_cnt|qa_test_name|Count of the number of lines in MRSTY.|
sty_sty_cnt|qa_test_name|Count of the number of distinct STY values in MRSTY (should match sty_tui_cnt).|
sty_tui_cnt|qa_test_name|Count of the number of distinct TUI values in MRSTY (should match sty_sty_cnt).|
sty_tui_sty_cnt|qa_test_name|Count of the number of distinct STY,TUI values in MRSTY (should match sty_sty_cnt).|
sty_sty_tally|qa_test_name|Count of the number of lines in MRSTY by STY values.|
sty_tui_tally|qa_test_name|Count of the number of lines in MRSTY by TUI values.|
def_row_cnt|qa_test_name|Count of the number of lines in MRDEF.|
def_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRDEF.|
def_sab_tally|qa_test_name|Count of the number of distinct SAB values in MRDEF.|
def_min_length|qa_test_name|Minimum length of DEF in MRDEF.|
def_max_length|qa_test_name|Maximum length of DEF in MRDEF.|
ambig_sui_cnt|qa_test_name|Number of lines in AMBIG.SUI.|
ambig_lui_cnt|qa_test_name|Number of lines in AMBIG.LUI.|
ambig_cs_cnt|qa_test_name|Total count of CUIs with ambiguous SUIs in AMBIG.SUI.|
ambig_cl_cnt|qa_test_name|Total count of CUIs with ambiguous LUIs in AMBIG.LUI.|
mrcui_row_cnt|qa_test_name|Count of the number of lines in MRCUI.|
mrcui_cui1_cnt|qa_test_name|Count of the number of distinct CUI1 values in MRCUI.|
mrcui_cui2_cnt|qa_test_name|Count of the number of distinct CUI2 values in MRCUI.|
mrcui_crel_tally|qa_test_name|Count of the number of lines in MRCUI by CREL values.|
mrcui_crel_ver_tally|qa_test_name|Count of the number of lines in MRCUI by CREL,VER values.|
coc_row_cnt|qa_test_name|Count of the number of lines in MRCOC.|
coc_cui1_cnt|qa_test_name|Count of the number of distinct CUI1 values in MRCOC.|
coc_cui2_cnt|qa_test_name|Count of the number of distinct CUI2 values in MRCOC.|
coc_c1_c2_cnt|qa_test_name|Count of the number of distinct CUI1,CUI2 values in MRCOC.|
coc_cot_tally|qa_test_name|Count of the number of lines in MRCOC by COT values.|
coc_soc_tally|qa_test_name|Count of the number of lines in MRCOC by SOC values.|
cxt_row_cnt|qa_test_name|Count of the number of lines in MRCXT.|
cxt_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRCXT.|
cxt_sui_cnt|qa_test_name|Count of the number of distinct SUI values in MRCXT.|
cxt_cs_cnt|qa_test_name|Count of the number of distinct CUI,SUI values in MRCXT.|
cxt_cui2_cnt|qa_test_name|Count of the number of distinct CUI2 values in MRCXT.|
cxt_cxt_cnt|qa_test_name|Count of the number of "contexts" in MRCXT.|
cxt_sab_tally|qa_test_name|Count of the number of lines in MRCXT by SAB values.|
cxt_cxl_tally|qa_test_name|Count of the number of lines in MRCXT by CXL values.|
cxt_sab_cxl_tally|qa_test_name|Count of the number of lines in MRCXT by SAB,CXL values.|
cxt_sab_cxn_tally|qa_test_name|Count of the number of lines in MRCXT by SAB,CXN values.|
cxt_sab_rel_tally|qa_test_name|Count of the number of lines in MRCXT by SAB,REL values.|
cxt_sab_cxl_rel_tally|qa_test_name|Count of the number of lines in MRCXT by SAB,CXL,REL values.|
cxt_rel_tally|qa_test_name|Count of the number of lines in MRCXT by REL values.|
cxt_xc_cxl_tally|qa_test_name|Count of the number of lines in MRCXT by CXL values where XC=+.|
rel_row_cnt|qa_test_name|Count of the number of lines in MRREL.|
rel_cui1_cnt|qa_test_name|Count of the number of distinct CUI1 values in MRREL.|
rel_cui2_cnt|qa_test_name|Count of the number of distinct CUI2 values in MRREL.|
rel_c1_c2_cnt|qa_test_name|Count of the number of distinct CUI1,CUI2 values in MRREL.|
rel_rel_tally|qa_test_name|Count of the number of lines in MRREL by REL values.|
rel_rela_tally|qa_test_name|Count of the number of lines in MRREL by RELA values.|
