[M]Teratoma, malignant, NOS|19467007|
[M]Thecoma NOS|189728007|
[M]Transitional cell carcinoma NOS|189576006|
[M]Transitional cell papilloma NOS|189575005|
[M]Tubular adenoma NOS|189602000|
[M]Verrucous carcinoma NOS|189563000|
[M]Villous adenoma NOS|189625004|
1,3 Indandion poisoning (disorder)|83170004|
10-30% body burnt (disorder)|287150009|
10p partial monosomy syndrome (disorder)|6002006|
10p partial trisomy syndrome (disorder)|48760005|
10q partial monosomy syndrome (disorder)|16129004|
10q partial trisomy syndrome (disorder)|73035005|
11p partial monosomy syndrome (disorder)|4135001|
11p partial trisomy syndrome (disorder)|26480007|
11q partial monosomy syndrome (disorder)|4325000|
11q partial trisomy syndrome (disorder)|4874006|
12p partial monosomy syndrome (disorder)|31981007|
12p partial trisomy syndrome (disorder)|14091009|
12q partial trisomy syndrome (disorder)|40389006|
13p partial trisomy syndrome (disorder)|548004|
13q partial monosomy syndrome (disorder)|29257000|
13q partial trisomy syndrome (disorder)|10572007|
14q partial distal trisomy syndrome (disorder)|20348002|
14q partial proximal trisomy syndrome (disorder)|83585001|
14q partial trisomy syndrome (disorder)|7586009|
15q partial monosomy syndrome (disorder)|62995000|
15q partial trisomy syndrome (disorder)|70324008|
16p partial trisomy syndrome (disorder)|88326002|
16q partial monosomy syndrome (disorder)|36608002|
16q partial trisomy syndrome (disorder)|45525000|
17 alpha-Hydroxyprogesterone aldolase deficiency (disorder)|49013001|
17p partial trisomy syndrome (disorder)|51819009|
17q partial trisomy syndrome (disorder)|48812004|
18p partial monosomy syndrome (disorder)|56653005|
18p partial trisomy syndrome (disorder)|4199009|
18-p syndrome with associated immunodeficiency (disorder)|234640004|
18q partial monosomy syndrome (disorder)|4242009|
18q partial trisomy syndrome (disorder)|66985009|
19q partial trisomy syndrome (disorder)|75893003|
1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced parkinsonism (disorder)|15782007|
1p partial monosomy syndrome (disorder)|36369001|
1q partial monosomy syndrome (disorder)|30361005|
1q partial trisomy syndrome (disorder)|79649006|
2-(2-Methyl-4-chlorophenoxy)propionic acid (MCPP) poisoning (disorder)|24880004|
2,4,5-T causing toxic effect (disorder)|241789003|
2,4-Dichlorophenoxyacetic acid poisoning (disorder)|13754002|
20p partial trisomy syndrome (disorder)|111311004|
20q partial trisomy syndrome (disorder)|1479009|
21q partial distal trisomy syndrome (disorder)|227035005|
21q partial monosomy syndrome (disorder)|15841002|
21q partial trisomy syndrome (disorder)|228050004|
22q partial monosomy syndrome (disorder)|19550003|
22q partial trisomy syndrome (disorder)|50992006|
2-Ketoadipic acidemia (disorder)|237931009|
2p partial trisomy syndrome (disorder)|554003|
2q partial trisomy syndrome (disorder)|5982001|
3 beta-Hydroxysteroid dehydrogenase deficiency (disorder)|54470008|
30-50% body burnt (disorder)|287151008|
3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency (disorder)|238033007|
3-Hydroxy-3-methylglutaryl coenzyme A (HMG CoA) reductase inhibitor adverse reaction (disorder)|293432006|
3-Hydroxy-3-methylglutaryl-coenzyme A (HMG CoA) reductase inhibitor allergy (disorder)|294970008|
3-Hydroxyisobutyric aciduria (disorder)|237957007|
3-Ketoacyl-CoA triolase deficiency (disorder)|307130006|
3-Methylglutaconic aciduria (disorder)|237950009|
3-Methylglutaconic aciduria type 1 (disorder)|237951008|
3-Methylglutaconic aciduria type 2 (disorder)|297231002|
3-Methylglutaconic aciduria type 3 (disorder)|297232009|
3-Methylglutaconic aciduria type 4 (disorder)|297233004|
3-Methylglutaconic aciduria with normal 3-methylglutaconyl-CoA hydratase activity (disorder)|237952001|
3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency (disorder)|57514000|
3p partial trisomy syndrome (disorder)|77497005|
3-Phosphoglycerate dehydrogenase deficiency (disorder)|303098002|
3q partial trisomy syndrome (disorder)|90866007|
4,6-dinitro-o-cresol (DNOC) causing toxic effect (disorder)|241796001|
46, XX true hermaphrodite (disorder)|205719003|
4-aminopyridine poisoning (disorder)|88031005|
4-Hydroxyphenylpyruvate dioxygenase deficiency (disorder)|413356003|
4p partial monosomy syndrome (disorder)|17122004|
4p partial trisomy syndrome (disorder)|49024004|
4q partial monosomy syndrome (disorder)|37506004|
4q partial trisomy syndrome (disorder)|88894000|
4-quinolones adverse reaction (disorder)|292945007|
4-quinolones allergy (disorder)|294483001|
4-quinolones overdose (disorder)|296646009|
4-quinolones overdose of undetermined intent (disorder)|296649002|
4-quinolones poisoning (disorder)|291533009|
4-quinolones poisoning of undetermined intent (disorder)|291536001|
5,10-Methylenetetrahydrofolate reductase deficiency (disorder)|41797007|
50-70% body burnt (disorder)|287152001|
5-aminosalicylic acid adverse reaction (disorder)|292118005|
5-aminosalicylic acid allergy (disorder)|293660003|
5-aminosalicylic acid overdose (disorder)|295388003|
5-aminosalicylic acid overdose of undetermined intent (disorder)|295391003|
5-aminosalicylic acid poisoning (disorder)|290386001|
5-aminosalicylic acid poisoning of undetermined intent (disorder)|290389008|
5-HT secreting neuroendocrine tumour (disorder)|404810003|
5-HT3-receptor antagonist adverse reaction (disorder)|292134008|
5-HT3-receptor antagonist allergy (disorder)|293676007|
5-HT3-receptor antagonist overdose (disorder)|295427007|
5-HT3-receptor antagonist overdose of undetermined intent (disorder)|295430000|
5-HT3-receptor antagonist poisoning (disorder)|290424002|
5-HT3-receptor antagonist poisoning of undetermined intent (disorder)|290427009|
5-Oxoprolinase deficiency (disorder)|26132002|
5p partial monosomy syndrome (disorder)|70173007|
5p partial trisomy syndrome (disorder)|74008005|
5Q minus syndrome (disorder)|277597005|
6p partial trisomy syndrome (disorder)|83721006|
6-Pyruvoyl-tetrahydrobiopterin synthase deficiency (disorder)|237914002|
6q partial trisomy syndrome (disorder)|76447002|
7p partial monosomy syndrome (disorder)|24786004|
7p partial trisomy syndrome (disorder)|82751009|
7q partial monosomy syndrome (disorder)|81304006|
7q partial trisomy syndrome (disorder)|33706001|
8p partial monosomy syndrome (disorder)|19419002|
8p partial trisomy syndrome (disorder)|77654005|
8q partial monosomy syndrome (disorder)|29379007|
8q partial trisomy syndrome (disorder)|111309008|
9p partial monosomy syndrome (disorder)|62599000|
9p partial trisomy syndrome (disorder)|77527000|
9q partial monosomy syndrome (disorder)|43420005|
9q partial trisomy syndrome (disorder)|22497004|
A pattern strabismus (disorder)|413380004|
A series prostaglandin adverse reaction (disorder)|292710008|
A series prostaglandin allergy (disorder)|294250006|
A. Schmidt's syndrome (disorder)|56120004|
A -gamma - beta + HPFH AND beta0 thalassemia in cis (disorder)|5967006|
A-gamma- delta beta0 Thalassemia (disorder)|89810003|
AA amyloid nephropathy (disorder)|425879009|
AA amyloidosis (disorder)|274945004|
Aarskog syndrome (disorder)|14921002|
Aase syndrome (disorder)|71988008|
Abdominal abscess (disorder)|75100008|
Abdominal actinomycosis (disorder)|43894001|
Abdominal angina (disorder)|241154007|
Abdominal aortic aneurysm (disorder)|233985008|
Abdominal aortic aneurysm without rupture (disorder)|75878002|
Abdominal aortic atherosclerosis (disorder)|233955003|
Abdominal aortic coarctation (disorder)|253679008|
Abdominal cavity injury (disorder)|284005003|
Abdominal compartment syndrome (disorder)|427207001|
Abdominal cutaneous nerve entrapment syndrome (disorder)|230648001|
Abdominal fibromatosis|45187003|
Abdominal fibromatosis (disorder)|400153009|
Abdominal heart (disorder)|14886009|
Abdominal migraine (disorder)|75879005|
Abdominal neuropathy (disorder)|230647006|
Abdominal polyradiculopathy (disorder)|78409004|
Abdominal pregnancy (disorder)|82661006|
Abdominal pulsatile mass (disorder)|2981001|
Abdominal varicosities (disorder)|402844009|
Abdominal visceral abscess (disorder)|47493003|
Abdominal wall edema (disorder)|248508001|
Abdominal wall fistula (disorder)|197263009|
Abdominopelvic abscess (disorder)|33781009|
Abdominothoracic neuroblastoma (disorder)|281566005|
Abducens nerve disorder (disorder)|398925009|
Abducens nerve palsy (disorder)|398760006|
Abducens nerve weakness (disorder)|398963001|
Abducting nystagmus (disorder)|307680001|
Abduction contracture of hip (disorder)|202285009|
Abduction contracture-shoulder (disorder)|202267002|
Abduction deformity of finger (disorder)|240239004|
Abductor spastic dysphonia (disorder)|31283000|
Aberrant artery (disorder)|248719001|
Aberrant forearm extensor muscle (disorder)|205271007|
Aberrant forearm flexor muscle (disorder)|205270008|
Aberrant III nerve regeneration (disorder)|246826003|
Aberrant insertion of frenum of tongue (disorder)|109556002|
Aberrant insertion of labial frenulum (disorder)|109551007|
Aberrant intrinsic muscles of hand (disorder)|271542005|
Aberrant muscle of the lower limb (disorder)|205365003|
Aberrant muscle of the upper limb (disorder)|253916007|
Aberrant parathyroid gland (disorder)|205757003|
Aberrant premature complexes (disorder)|251167004|
Aberrant retroesophageal brachiocephalic artery (disorder)|253667008|
Aberrant retroesophageal subclavian artery causing dysphagia lusoria (disorder)|311808009|
Aberrant spleen (disorder)|205731001|
Aberrant thymus gland (disorder)|205760005|
Aberrant thyroid gland (disorder)|268302006|
Aberrantly conducted complex (disorder)|251183004|
Abetalipoproteinemia (disorder)|190787008|
Abfraction (disorder)|109750005|
Ablepharon (disorder)|13401001|
Abnormal acid-base balance affecting management of mother (disorder)|50120008|
Abnormal alveolar housing (disorder)|109711006|
Abnormal amnion (disorder)|26741000|
Abnormal amniotic fluid (disorder)|42170009|
Abnormal aortic cusp (disorder)|250981008|
Abnormal atrioventricular connection - biventricular (disorder)|253275006|
Abnormal atrioventricular connection - univentricular (disorder)|253280002|
Abnormal atrioventricular connection (disorder)|253274005|
Abnormal auditory perception (disorder)|60331006|
Abnormal cation transport syndrome (disorder)|234412000|
Abnormal cerebral signs in the newborn (disorder)|63814006|
Abnormal chorion (disorder)|109562007|
Abnormal communication between pericardial sac and peritoneal cavity (disorder)|91841003|
Abnormal communication between pericardial sac and pleura (disorder)|398147005|
Abnormal compliance of bladder (disorder)|236642009|
Abnormal connection of hepatic vein to atrium (disorder)|253333008|
Abnormal coronary artery course (disorder)|253714001|
Abnormal coronary orifice (disorder)|253709000|
Abnormal crown of tooth (disorder)|109439008|
Abnormal dark adaptation curve (disorder)|50455002|
Abnormal dermatoglyphic pattern (disorder)|83145004|
Abnormal drug tolerance (disorder)|95910006|
Abnormal fetal duplication (disorder)|72014004|
Abnormal fetal heart beat first noted during labor AND/OR delivery in liveborn infant (disorder)|22271007|
Abnormal fetal heart beat noted before labor in liveborn infant (disorder)|655007|
Abnormal fetus (disorder)|86889005|
Abnormal findings on antenatal screening of mother (disorder)|199732004|
Abnormal glucose tolerance in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)|39763004|
Abnormal granulation tissue (disorder)|31825002|
Abnormal gravitational state (disorder)|269282004|
Abnormal hard tissue formation in pulp (disorder)|81543006|
Abnormal immature chorion (disorder)|302644007|
Abnormal immature chorionic villi (disorder)|302078000|
Abnormal inferior vena caval connection (disorder)|253316001|
Abnormal infundibular morphology (disorder)|253572008|
Abnormal innervation syndrome (disorder)|70673006|
Abnormal involuntary movement (disorder)|260912008|
Abnormal jaw closure (disorder)|1284000|
Abnormal jaw movement (disorder)|95521008|
Abnormal jaw opening (disorder)|109638009|
Abnormal left ventricular muscle band (disorder)|253542002|
Abnormal liver lobulation (disorder)|253811003|
Abnormal lung lobation (disorder)|91842005|
Abnormal mature chorion (disorder)|123667006|
Abnormal metabolic state in diabetes mellitus (disorder)|237620003|
Abnormal number of aortic valve cusps (disorder)|253609009|
Abnormal number of cusps (disorder)|29375001|
Abnormal number of leaflets (disorder)|37171002|
Abnormal number of pulmonary valve cusps (disorder)|302943003|
Abnormal number of teeth (disorder)|335443002|
Abnormal origin of ductus arteriosus (disorder)|253687009|
Abnormal origin of left pulmonary artery (disorder)|253635005|
Abnormal origin of right pulmonary artery (disorder)|253632008|
Abnormal palmar creases (disorder)|205557000|
Abnormal pericardiopleural communication (disorder)|204589003|
Abnormal perimenopausal bleeding (disorder)|301783004|
Abnormal placenta affecting management of mother (disorder)|56313000|
Abnormal placental secretion of chorionic gonadotropin (disorder)|102882004|
Abnormal plantar creases (disorder)|95469008|
Abnormal position of cardiac valve (disorder)|36133000|
Abnormal products of conception (disorder)|39804004|
Abnormal pupillary function (disorder)|72124005|
Abnormal relationship of aortic orifice to pulmonary orifice (disorder)|253270001|
Abnormal relationship of right ventricle to left ventricle (disorder)|253268005|
Abnormal retinal correspondence (disorder)|79195003|
Abnormal rod or cone threshold (disorder)|193690006|
Abnormal root proximity between adjacent teeth (disorder)|109506007|
Abnormal saccadic eye movement (disorder)|246767003|
Abnormal sensation of bladder (disorder)|236638006|
Abnormal spermatogenesis (disorder)|4529005|
Abnormal spontaneous eye movements (disorder)|307681002|
Abnormal umbilical cord (disorder)|90009001|
Abnormal uterine bleeding unrelated to menstrual cycle (disorder)|312984006|
Abnormal weight gain in pregnancy (disorder)|237288003|
Abnormal yolk sac (disorder)|17588005|
Abnormality of aortic arch branch (disorder)|253695008|
Abnormality of atrial septum (disorder)|253363004|
Abnormality of atrioventricular (non-mitral, non-tricuspid) valve (disorder)|253427003|
Abnormality of bombesin secretion (disorder)|237592006|
Abnormality of canalization and retrogressive deferentiation (disorder)|253188000|
Abnormality of cholecystokinin-pancreozymin secretion (disorder)|237583008|
Abnormality of common atrioventricular valve chordae tendinae (disorder)|253444004|
Abnormality of common atrioventricular valve in atrioventricular septal defect (disorder)|253428008|
Abnormality of common atrioventricular valve papillary muscle (disorder)|253449009|
Abnormality of cortisol-binding globulin (disorder)|38074009|
Abnormality of forces of labor (disorder)|35882009|
Abnormality of gastric inhibitory peptide secretion (disorder)|237585001|
Abnormality of glicentin secretion (disorder)|237587009|
Abnormality of left atrial appendage (disorder)|253355000|
Abnormality of left atrioventricular valve chordae tendinae (disorder)|253501000|
Abnormality of left atrioventricular valve in double inlet ventricle (disorder)|253483002|
Abnormality of left atrioventricular valve papillary muscle (disorder)|253506005|
Abnormality of mitral chordae tendinae (disorder)|253406008|
Abnormality of motilin secretion (disorder)|237590003|
Abnormality of nail shape (disorder)|402634009|
Abnormality of neurogenesis (disorder)|253128003|
Abnormality of neurotensine secretion (disorder)|237595008|
Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy (disorder)|1639007|
Abnormality of pancreatic polypeptide secretion (disorder)|237579008|
Abnormality of right atrial appendage (disorder)|253344000|
Abnormality of right atrioventricular valve chordae tendinae (disorder)|253473001|
Abnormality of right atrioventricular valve in double inlet ventricle (disorder)|253454000|
Abnormality of right atrioventricular valve papillary muscle (disorder)|253478005|
Abnormality of right superior vena cava (disorder)|253306009|
Abnormality of secretin secretion (disorder)|237581005|
Abnormality of secretion of gastrin (disorder)|47344007|
Abnormality of secretion of glucagon (disorder)|11178005|
Abnormality of serotonin secretion (disorder)|237594007|
Abnormality of somatostatin secretion (disorder)|237577005|
Abnormality of surgical wound (disorder)|417713005|
Abnormality of synaptic vesicles (disorder)|230679002|
Abnormality of tricuspid chordae tendinae (disorder)|253385005|
Abnormality of vasoactive intestinal peptide secretion (disorder)|237575002|
ABO incompatibility reaction (disorder)|341009|
ABO isoimmunization affecting pregnancy (disorder)|3885002|
Abomasal atony (disorder)|34499007|
Abomasal bloat (disorder)|15179005|
Abomasal dilatation (disorder)|30380007|
Abomasal rupture (disorder)|26326003|
Abomasal torsion (disorder)|15261000|
Abomasal trichobezoars (disorder)|74329009|
Abomasal ulcer (disorder)|69326003|
Abomasal ulcer, type I (disorder)|29793002|
Abomasal ulcer, type II (disorder)|40524003|
Abomasal ulcer, type III (disorder)|56927000|
Abomasal ulcer, type IV (disorder)|22918001|
Abomasitis (disorder)|78184001|
Abortion (disorder)|70317007|
Abortion complicated by damage to pelvic organs AND/OR tissues (disorder)|373908001|
Abortion complicated by delayed AND/OR excessive hemorrhage (disorder)|111426003|
Abortion complicated by embolism (disorder)|18119004|
Abortion complicated by genital-pelvic infection (disorder)|373891000|
Abortion complicated by metabolic disorder (disorder)|111429005|
Abortion complicated by renal failure (disorder)|10123006|
Abortion complicated by shock (disorder)|50554000|
Abortion due to Leptospira (disorder)|16038004|
Abortion in first trimester (disorder)|26022006|
Abortion in second trimester (disorder)|63748000|
Abortion in third trimester (disorder)|43285004|
Abortion on demand (disorder)|69302000|
Abortion with acute renal failure (disorder)|14853005|
Abortion with acute yellow atrophy of liver (disorder)|54453000|
Abortion with afibrinogenemia (disorder)|111427007|
Abortion with air embolism (disorder)|16680004|
Abortion with amniotic fluid embolism (disorder)|46533008|
Abortion with blood-clot embolism (disorder)|29430000|
Abortion with cardiac arrest AND/OR failure (disorder)|56379006|
Abortion with cerebral anoxia (disorder)|27603008|
Abortion with complication (disorder)|371332008|
Abortion with defibrination syndrome (disorder)|35509007|
Abortion with electrolyte imbalance (disorder)|51945001|
Abortion with endometritis (disorder)|373897001|
Abortion with fat embolism (disorder)|1180004|
Abortion with intravascular hemolysis (disorder)|58654009|
Abortion with laceration of bladder (disorder)|44797006|
Abortion with laceration of bowel (disorder)|13946008|
Abortion with laceration of broad ligament (disorder)|373912007|
Abortion with laceration of cervix (disorder)|373911000|
Abortion with laceration of periurethral tissue (disorder)|111428002|
Abortion with laceration of uterus (disorder)|373910004|
Abortion with laceration of vagina (disorder)|373913002|
Abortion with oliguria (disorder)|49809007|
Abortion with parametritis (disorder)|373898006|
Abortion with pelvic peritonitis (disorder)|373894008|
Abortion with perforation of bladder (disorder)|51391003|
Abortion with perforation of bowel (disorder)|71720009|
Abortion with perforation of broad ligament (disorder)|51181004|
Abortion with perforation of cervix (disorder)|54940007|
Abortion with perforation of periurethral tissue (disorder)|69156003|
Abortion with perforation of uterus (disorder)|39067009|
Abortion with perforation of vagina (disorder)|69696002|
Abortion with postoperative shock (disorder)|30297004|
Abortion with pulmonary embolism (disorder)|50206009|
Abortion with pyemic embolism (disorder)|18767001|
Abortion with renal tubular necrosis (disorder)|10833000|
Abortion with salpingitis (disorder)|373893002|
Abortion with salpingo-oophoritis (disorder)|373900008|
Abortion with sepsis (disorder)|30260009|
Abortion with septic embolism (disorder)|20886003|
Abortion with septic shock (disorder)|70772007|
Abortion with septicemia (disorder)|12020000|
Abortion with soap embolism (disorder)|28496002|
Abortion with uremia (disorder)|40894000|
Abortion with urinary tract infection (disorder)|87307008|
Abortion without complication (disorder)|51830007|
Abortion, 1 month (disorder)|5434002|
Abortion, 2 months (disorder)|65371003|
Abortion, 3 months (disorder)|80964008|
Abortion, 4 months (disorder)|25047000|
Abortion, 5 months (disorder)|78939004|
Abortion, 6 months (disorder)|11861004|
Abortion, 7 months (disorder)|43666007|
Abortion, 8 months (disorder)|29768004|
Abortion, 9 months (disorder)|14315005|
Abortive cerebellar ataxia (disorder)|66988006|
Abortive plague (disorder)|48213003|
Abortive poliomyelitis (disorder)|240459003|
Abrasion (disorder)|399963005|
Abrasion AND/OR friction burn (disorder)|400181003|
Abrasion AND/OR friction burn of abdominal wall with infection (disorder)|46080009|
Abrasion AND/OR friction burn of abdominal wall without infection (disorder)|35655004|
Abrasion AND/OR friction burn of ankle with infection (disorder)|78360004|
Abrasion AND/OR friction burn of ankle without infection (disorder)|41772008|
Abrasion AND/OR friction burn of anus with infection (disorder)|12435008|
Abrasion AND/OR friction burn of anus without infection (disorder)|21809000|
Abrasion AND/OR friction burn of axilla with infection (disorder)|67077008|
Abrasion AND/OR friction burn of axilla without infection (disorder)|65523004|
Abrasion AND/OR friction burn of back with infection (disorder)|79077003|
Abrasion AND/OR friction burn of back without infection (disorder)|38484003|
Abrasion AND/OR friction burn of breast with infection (disorder)|45581006|
Abrasion AND/OR friction burn of breast without infection (disorder)|19707006|
Abrasion AND/OR friction burn of buttock with infection (disorder)|9802006|
Abrasion AND/OR friction burn of buttock without infection (disorder)|71816001|
Abrasion AND/OR friction burn of cheek with infection (disorder)|66578000|
Abrasion AND/OR friction burn of cheek without infection (disorder)|75767000|
Abrasion AND/OR friction burn of chest wall with infection (disorder)|111707007|
Abrasion AND/OR friction burn of chest wall without infection (disorder)|7739007|
Abrasion AND/OR friction burn of ear with infection (disorder)|61383005|
Abrasion AND/OR friction burn of ear without infection (disorder)|6733004|
Abrasion AND/OR friction burn of elbow with infection (disorder)|111712008|
Abrasion AND/OR friction burn of elbow without infection (disorder)|68058009|
Abrasion AND/OR friction burn of face with infection (disorder)|111703006|
Abrasion AND/OR friction burn of face without infection (disorder)|66176005|
Abrasion AND/OR friction burn of finger without infection (disorder)|70098006|
Abrasion AND/OR friction burn of flank with infection (disorder)|49454000|
Abrasion AND/OR friction burn of flank without infection (disorder)|90947008|
Abrasion AND/OR friction burn of foot AND/OR toe, infected (disorder)|269202001|
Abrasion AND/OR friction burn of foot without infection (disorder)|24328004|
Abrasion AND/OR friction burn of forearm without infection (disorder)|26156003|
Abrasion AND/OR friction burn of groin with infection (disorder)|49524007|
Abrasion AND/OR friction burn of groin without infection (disorder)|30148002|
Abrasion AND/OR friction burn of gum with infection (disorder)|60203004|
Abrasion AND/OR friction burn of gum without infection (disorder)|2825006|
Abrasion AND/OR friction burn of hand without infection (disorder)|40762003|
Abrasion AND/OR friction burn of hand, infected (disorder)|211306000|
Abrasion AND/OR friction burn of hip with infection (disorder)|8748000|
Abrasion AND/OR friction burn of hip without infection (disorder)|88016001|
Abrasion AND/OR friction burn of interscapular region with infection (disorder)|79340003|
Abrasion AND/OR friction burn of interscapular region without infection (disorder)|37638002|
Abrasion AND/OR friction burn of leg with infection (disorder)|39835005|
Abrasion AND/OR friction burn of leg without infection (disorder)|53625001|
Abrasion AND/OR friction burn of lip with infection (disorder)|10920005|
Abrasion AND/OR friction burn of lip without infection (disorder)|63811003|
Abrasion AND/OR friction burn of neck with infection (disorder)|84278006|
