78314001|Osteogenesis imperfecta (disorder)|C26837|Osteogenesis Imperfecta|
4598005|Osteomalacia (disorder)|C26838|Osteomalacia|
111253001|Infection of bone (disorder)|C26839|Bone Infection|
1926006|Osteopetrosis (disorder)|C26840|Osteopetrosis|
367489004|Infantile malignant osteopetrosis (disorder)|C26840|Osteopetrosis|
5552004|Disorder of ovary (disorder)|C26841|Ovarian Disorder|
3855007|Disorder of pancreas (disorder)|C26842|Pancreatic Disorder|
7393007|Disorder of nasal sinus (disorder)|C26843|Paranasal Sinus Disorder|
73132005|Disorder of parathyroid gland (disorder)|C26844|Parathyroid Gland Disorder|
49049000|Parkinson's disease (disorder)|C26845|Parkinson's Disease|
33958003|Disorder of penis (disorder)|C26846|Penile Disorder|
155441006|Polyarteritis nodosa (disorder)|C26847|Polyarteritis Nodosa|
66579008|Disorder of peritoneum (disorder)|C26848|Peritoneal Disorder|
48661000|Peritonitis (disorder)|C26849|Peritonitis|
75860007|Disorder of pharynx (disorder)|C26850|Pharyngeal Disorder|
405737000|Pharyngitis (disorder)|C26851|Pharyngitis|
266571009|Acquired phimosis (disorder)|C26852|Phimosis|
237701005|Pituitary apoplexy (disorder)|C26853|Pituitary Gland Apoplexy|
399244003|Disorder of pituitary gland (disorder)|C26854|Pituitary Gland Disorder|
77252004|Pityriasis rosea (disorder)|C26855|Pityriasis Rosea|
70129008|Placenta accreta (disorder)|C26856|Placenta Accreta|
125586008|Disorder of placenta (disorder)|C26857|Placenta Disorder|
36813001|Placenta previa (disorder)|C26858|Placenta Previa|
88075009|Disorder of pleura (disorder)|C26859|Pleural Disorder|
196075003|Pleurisy (disorder)|C26860|Pleuritis|
40122008|Pneumoconiosis (disorder)|C26861|Pneumoconiosis|
69878008|Polycystic ovaries (disorder)|C26862|Stein-Leventhal Syndrome|
109992005|Polycythemia vera (disorder)|C26863|Polycythemia|
127062003|Erythrocytosis (disorder)|C26863|Polycythemia|
76886005|Polyneuritis (disorder)|C26864|Polyneuritis|
30281009|Disorder of prostate (disorder)|C26865|Prostate Disorder|
9713002|Prostatitis (disorder)|C26866|Prostatitis|
399894006|Kimura's disease (disorder)|C26867|Kimura Disease|
19242006|Pulmonary edema (disorder)|C26868|Pulmonary Edema|
51615001|Fibrosis of lung (disorder)|C26869|Pulmonary Fibrosis|
302873008|Thrombocytopenic purpura (disorder)|C26870|Thrombocytopenic Purpura|
50043002|Disorder of respiratory system (disorder)|C26871|Respiratory Disorder|
409622000|Respiratory failure (disorder)|C26872|Respiratory Failure|
128601007|Infectious disease of lung (disorder)|C26873|Infectious Lung Disorder|
42059000|Retinal detachment (disorder)|C26874|Retinal Detachment|
29555009|Retinal disorder (disorder)|C26875|Retinal Disorder|
49120005|Retroperitoneal fibrosis (disorder)|C26876|Retroperitoneal Fibrosis|
396332003|Rheumatism (disorder)|C26877|Rheumatism|
41345002|Rickets (disorder)|C26878|Rickets|
10890000|Disorder of salivary gland (disorder)|C26879|Salivary Gland Disorder|
88157006|Salpingitis (disorder)|C26880|Salpingitis|
72100002|Senile lentigo (disorder)|C26881|Solar Lentigo|
42982001|Sialoadenitis (disorder)|C26882|Sialadenitis|
83901003|Sjogren's syndrome (disorder)|C26883|Sjogren Syndrome|
49198006|Torsion of spermatic cord (disorder)|C26885|Testicular Torsion|
81996005|Torsion of testis (disorder)|C26885|Testicular Torsion|
29384001|Disorder of stomach (disorder)|C26886|Stomach Disorder|
61170000|Stomatitis (disorder)|C26887|Stomatitis|
236763001|Disorder of testis and epididymis (disorder)|C26890|Testicular Disorder|
64910008|Disorder of testis (disorder)|C26890|Testicular Disorder|
118927008|Thrombotic disorder (disorder)|C26891|Thrombosis|
40478000|Cyst of thymus gland (disorder)|C26892|Thymic Cyst|
14304000|Disorder of thyroid gland (disorder)|C26893|Thyroid Gland Disorder|
82119001|Thyroiditis (disorder)|C26894|Thyroiditis|
70341005|Tuberculous laryngitis (disorder)|C26895|Tuberculous Laryngitis|
10893003|Tuberculous adenitis (disorder)|C26896|Lymph Node Tuberculosis|
38279006|Tuberculosis of bone (disorder)|C26897|Bone Tuberculosis|
40138002|Tuberculous osteitis (disorder)|C26897|Bone Tuberculosis|
58764007|Tuberculous osteomyelitis (disorder)|C26897|Bone Tuberculosis|
186182003|Tuberculosis of pleura (disorder)|C26898|Tuberculous Pleuritis|
154283005|Pulmonary tuberculosis (disorder)|C26899|Lung Tuberculosis|
38804009|Turner syndrome (disorder)|C26900|Turner Syndrome|
86735004|Erythematous condition (disorder)|C26901|Erythema|
4985009|Disorder of urethra (disorder)|C26903|Urethra Disorder|
31822004|Urethritis (disorder)|C26904|Urethritis|
12337004|Disorder of uterus (disorder)|C26907|Uterine Disorder|
95678007|Disorder of uveal tract (disorder)|C26908|Uveal Disorder|
128473001|Uveitis (disorder)|C26909|Uveitis|
25658005|Disorder of vagina (disorder)|C26910|Vaginal Disorder|
30800001|Vaginitis (disorder)|C26911|Vaginitis|
31996006|Vasculitis (disorder)|C26912|Vasculitis|
63440008|Verruca plantaris (disorder)|C26913|Verruca Plantaris|
56727007|Vitiligo (disorder)|C26915|Vitiligo|
56893005|Hyposecretion of salivary gland (disorder)|C26917|Xerostomia|
87715008|Aptyalism (disorder)|C26917|Xerostomia|
236406007|Acquired immune deficiency syndrome-related nephropathy (disorder)|C26918|HIV-Associated Nephropathy|
188498009_289591011|Lymphosarcoma|C26919|Lymphosarcoma|
188498009_571799012|Lymphosarcoma (disorder)|C26919|Lymphosarcoma|
81308009|Disorder of brain (disorder)|C26920|Encephalopathy|
59927004|Hepatic failure (disorder)|C26922|Liver Failure|
49710005|Sinus bradycardia (disorder)|C26923|Sinus Bradycardia|
44103008|Ventricular arrhythmia (disorder)|C26924|Ventricular Arrhythmia|
31384009|Polymyositis (disorder)|C26925|Polymyositis|
7916009|Alcoholic polyneuropathy (disorder)|C26926|Alcoholic Polyneuropathy|
69758005|Hydroureter (disorder)|C26927|Hydroureter|
95576001|Dilatation of ureter (disorder)|C26927|Hydroureter|
95576001|Dilatation of ureter (disorder)|C26927|Hydroureter|
18338004|Idiopathic erosive/hemorrhagic gastritis (disorder)|C26928|Hemorrhagic Gastritis|
8493009|Chronic gastritis (disorder)|C26929|Chronic Gastritis|
19905009|Chronic prostatitis (disorder)|C26930|Chronic Prostatitis|
10509002|Acute bronchitis (disorder)|C26932|Acute Bronchitis|
35301006|Acute tracheobronchitis (disorder)|C26932|Acute Bronchitis|
25458004|Acute gastritis (disorder)|C26933|Acute Gastritis|
68226007|Acute cystitis (disorder)|C26934|Acute Cystitis|
79411002|Acute prostatitis (disorder)|C26935|Acute Prostatitis|
85324003|Calculus of prostate (disorder)|C26936|Prostatic Stone|
3502005|Cervical lymphadenitis (disorder)|C26937|Cervical Lymphadenitis|
75591007|Fracture of fibula (disorder)|C26938|Fibula Fracture|
125871005|Fracture of coccyx (disorder)|C26939|Coccyx Fracture|
73013002|Cranial nerve disorder (disorder)|C26941|Cranial Nerve Paralysis|
190309006|Thyroid atrophy (disorder)|C26942|Thyroid Gland Atrophy|
367524008|Hypoplasia of thyroid (disorder)|C26942|Thyroid Gland Atrophy|
95549001|Retroperitoneal hemorrhage (disorder)|C26944|Retroperitoneal Hemorrhage|
399221001|Bleeding from vagina (disorder)|C26945|Vaginal Hemorrhage|
243978007|Liver damage (disorder)|C26946|Hepatocellular Damage|
27281001|Duodenal ulcer with hemorrhage (disorder)|C26949|Duodenal Ulcer Hemorrhage|
30811009|Ulcer of esophagus (disorder)|C26950|Esophageal Ulcer|
42345000|Polyneuropathy (disorder)|C26951|Polyneuropathy|
64309007|Trigeminal nerve disorder (disorder)|C26952|Trigeminal Nerve Disorder|
84759007|Disorder of accessory nerve (disorder)|C26953|Accessory Nerve Disorder|
24777009|Disorder of hypoglossal nerve (disorder)|C26954|Hypoglossal Nerve Disorder|
17342003|Familial erythrocytosis (disorder)|C26955|Familial Polycythemia|
188532005|Hodgkin's paragranuloma NOS|C26956|Hodgkin's Paragranuloma|
309831004|[M]Hodgkin's disease NOS|C26956|Hodgkin's Paragranuloma|
23022004|Tuberculous bronchiectasis (disorder)|C26957|Tuberculous Bronchiectasis|
185113005|Tuberculosis of adrenal glands (disorder)|C26958|Adrenal Gland Tuberculosis|
95231000|Reticulosarcoma of spleen (disorder)|C26959|Reticulosarcoma Involving Spleen|
188506004|Lymphosarcoma of spleen (disorder)|C26960|Lymphosarcoma Involving Spleen|
93545005|Hodgkin's paragranuloma of spleen (disorder)|C26961|Hodgkin's Paragranuloma Involving Spleen|
20673009|Disorder of thymus gland (disorder)|C26962|Thymus Disorder|
35487009|Hypercarotinemia (disorder)|C26963|Carotenemia|
29260007|Immunoglobulin A deficiency (disorder)|C26964|Selective IgA Immunodeficiency|
190980000|Selective immunoglobulin M deficiency (disorder)|C26965|Selective IgM Immunodeficiency|
32035007|Chronic lymphadenitis (disorder)|C26966|Chronic Lymphadenitis|
267608003|Retinal detachments and defects (disorder)|C26967|Retinal Detachment and Defect|
56202001|Retinal detachment with retinal defect (disorder)|C26967|Retinal Detachment and Defect|
40024006|Retinal defect (disorder)|C26968|Retinal Defect|
64366002|Corneal abscess (disorder)|C26969|Corneal Abscess|
57207003|Bullous keratopathy (disorder)|C26970|Bullous Keratopathy|
86927009|Dacryoadenitis (disorder)|C26971|Dacryoadenitis|
49130001|Disorder of external ear (disorder)|C26972|External Ear Disorder|
85571008|Sensory hearing loss (disorder)|C26973|Sensory Hearing Loss|
77507001|Mixed conductive AND sensorineural hearing loss (disorder)|C26974|Mixed Conductive and Sensorineural Deafness|
29951006|Chronic laryngitis (disorder)|C26975|Chronic Laryngitis|
2043009|Alcoholic gastritis (disorder)|C26977|Alcoholic Gastritis|
41174002|Acute lymphadenitis (disorder)|C26978|Acute Lymphadenitis|
16935003|Allergic arthritis (disorder)|C26980|Allergic Arthritis|
77888002|Climacteric arthritis (disorder)|C26981|Climacteric Arthritis|
80406003|Pathological dislocation of joint (disorder)|C26982|Pathologic Joint Dislocation|
77547008|Degeneration of intervertebral disc (disorder)|C26983|Intervertebral Disc Degenerative Disorder|
29689003|Infective myositis (disorder)|C26984|Infectious Myositis|
55925001|Interstitial myositis (disorder)|C26985|Interstitial Myositis|
324618004|Pharyngeal hemorrhage (disorder)|C26986|Pharyngeal Hemorrhage|
325569000|Hemorrhage from throat (disorder)|C26986|Pharyngeal Hemorrhage|
58150001|Fracture of clavicle (disorder)|C26987|Clavicle Fracture|
65966004|Fracture of forearm (disorder)|C26988|Forearm Fracture|
16114001|Fracture of ankle (disorder)|C26989|Ankle Fracture|
236568008|Renal transplant disorder (disorder)|C26990|Transplanted Kidney Complication|
58797008|Complication of transplanted kidney (disorder)|C26990|Transplanted Kidney Complication|
33167004|Complication of transplanted liver (disorder)|C26991|Transplanted Liver Complication|
233932001|Cardiac transplant disorder (disorder)|C26992|Transplanted Heart Complication|
312602005|Lung transplant disorder (disorder)|C26993|Transplanted Lung Complication|
44165003|Complication of transplanted lung (disorder)|C26993|Transplanted Lung Complication|
45982008|Burn of esophagus (disorder)|C26994|Burn of Esophagus|
20342001|Calculus in urethra (disorder)|C26995|Urethral Stone|
416956002|Undifferentiated inflammatory polyarthritis (disorder)|C26996|Polyarthritis|
417373000|Inflammatory polyarthropathy (disorder)|C26996|Polyarthritis|
19843006|Hypertrophic scar (disorder)|C26997|Hypertrophic Scar|
267821008|Hypertrophic cicatrix (disorder)|C26997|Hypertrophic Scar|
238575004|Allergic contact dermatitis (disorder)|C26998|Allergic Contact Dermatitis|
233985008|Abdominal aortic aneurysm (disorder)|C27000|Abdominal Aortic Aneurysm|
74883004|Thoracic aortic aneurysm without rupture (disorder)|C27001|Thoracic Aortic Aneurysm|
46866001|Fracture of lower limb (disorder)|C27002|Lower Extremity Fracture|
23109009|Pseudosarcomatous carcinoma|C27004|Sarcomatoid Carcinoma|
65692009|Spindle cell carcinoma|C27004|Sarcomatoid Carcinoma|
9801004|Spindle cell sarcoma|C27005|Spindle Cell Sarcoma|
64667001|Interstitial pneumonia (disorder)|C27006|Interstitial Pneumonia|
254811006|Epithelioid and spindle cell nevus (disorder)|C27007|Spitz Nevus|
88082008|Epithelioid and spindle cell nevus|C27007|Spitz Nevus|
33655002|Chronic cystitis (disorder)|C27008|Chronic Cystitis|
18338004|Idiopathic erosive/hemorrhagic gastritis (disorder)|C27013|Erosive Gastritis|
36151004|Chemical esophagitis (disorder)|C27014|Chemical Esophagitis|
86514004|Granulomatous hepatitis (disorder)|C27015|Granulomatous Hepatitis|
15170009|Submandibular lymphadenitis (disorder)|C27016|Submandibular Lymphadenitis|
363194005|Disorder of male reproductive system (disorder)|C27019|Male Reproductive System Disorder|
363124003|Female reproductive system disorder (disorder)|C27020|Female Reproductive System Disorder|
19311003|Collagenous colitis (disorder)|C27021|Collagenous Colitis|
67667007|Acute endometritis (disorder)|C27022|Acute Endometritis|
129611009|Ischemic peripheral neuropathy (disorder)|C27025|Ischemic Neuropathy|
230599000|Ischemic neuropathy (disorder)|C27025|Ischemic Neuropathy|
73144008|Pneumoconiosis due to talc (disorder)|C27026|Talc Pneumoconiosis|
20639004|Candidiasis of the esophagus (disorder)|C27027|Candida Esophagitis|
197284004|Chronic active hepatitis (disorder)|C27029|Autoimmune Hepatitis|
408335007|Autoimmune hepatitis (disorder)|C27029|Autoimmune Hepatitis|
60404007|Cerebral abscess (disorder)|C27030|Cerebral Abscess|
126864006|Neoplasm of islets of Langerhans (disorder)|C27031|Pancreatic Neuroendocrine Neoplasm|
237596009|Tumor of endocrine pancreas (disorder)|C27031|Pancreatic Neuroendocrine Neoplasm|
76345009|Islet cell adenoma|C27031|Pancreatic Neuroendocrine Neoplasm|
277879009|Autonomic neuropathy (disorder)|C27033|Autonomic Neuropathy|
125608002|Fracture of lumbar spine (disorder)|C27035|Lumbar Vertebral Fracture|
23615008|Spongiotic dermatitis (disorder)|C27037|Spongiotic Dermatitis|
80813006|Hemophilic arthropathy (disorder)|C27039|Hemophilic Arthritis|
53332000|Spinal arthritis deformans (disorder)|C27040|Spinal Degenerative Arthritis|
387800004|Cervical spondylosis (disorder)|C27041|Neck Arthritis|
387801000|Cervical arthritis (disorder)|C27041|Neck Arthritis|
19660004|Disorder of soft tissue (disorder)|C27042|Soft Tissue Disorder|
65710008|Acute respiratory failure (disorder)|C27043|Acute Respiratory Failure|
33258008|Primary eosinophilic endomyocardial restrictive cardiomyopathy (disorder)|C27044|Eosinophilic Endomyocardial Disease|
71792006|Nodal rhythm disorder (disorder)|C27045|Nodal Arrhythmia|
14336007|Ruptured abdominal aortic aneurysm (disorder)|C27046|Ruptured Abdominal Aortic Aneurysm|
91158006|Congenital anomaly of eyelid (disorder)|C27048|Congenital Eyelid Malformation|
268163008|Congenital ptosis (disorder)|C27049|Congenital Eyelid Ptosis|
60938005|Congenital ptosis of upper eyelid (disorder)|C27049|Congenital Eyelid Ptosis|
33552005|Anomaly of placenta (disorder)|C27050|Placenta Malformation|
360375007|Lymphocytic gastritis (disorder)|C27051|Lymphocytic Gastritis|
66329006|Eosinophilic gastritis (disorder)|C27052|Eosinophilic Gastritis|
