102889008|Premature development of the breasts (finding)|SY|2|E30.8|Other disorders of puberty|
102891000|Age-related cognitive decline (finding)|SY|1|R41.81|Age-related cognitive decline|
102908001|Nose-picking (finding)|SY|2|F98.8|Other specified behavioral and emotional disorders with onset usually occurring in childhood and adolescence|
102915009|Nosophobia (finding)|SY|2|F45.22|Body dysmorphic disorder|
102916005|Arachnophobia (finding)|SY|1|F40.210|Arachnophobia|
102917001|Fear of blood (finding)|SY|1|F40.230|Fear of blood|
102929005|Androphobia (finding)|SY|1|F40.290|Androphobia|
102930000|Gynephobia (finding)|SY|1|F40.291|Gynephobia|
102949001|Excessive masturbation (finding)|SY|2|F98.8|Other specified behavioral and emotional disorders with onset usually occurring in childhood and adolescence|
10295004|Chronic viral hepatitis (disorder)|SY|1|B18|Chronic viral hepatitis|
10295004|Chronic viral hepatitis (disorder)|SY|1|B18.9|Chronic viral hepatitis, unspecified|
103010005|Headache associated with sexual activity (finding)|SY|1|G44.82|Headache associated with sexual activity|
10301003|Tick-borne relapsing fever (disorder)|SY|1|A68.1|Tick-borne relapsing fever|
103011009|Benign exertional headache (finding)|SY|1|G44.84|Primary exertional headache|
103021001|Premature adrenarche (finding)|SY|2|E27.0|Other adrenocortical overactivity|
10314002|Hyponasality syndrome (disorder)|SY|1|R49.22|Hyponasality|
10317009|Spinal enthesopathy (disorder)|SY|1|M46.0|Spinal enthesopathy|
10317009|Spinal enthesopathy (disorder)|SY|1|M46.00|Spinal enthesopathy, site unspecified|
10321002|Abscess of mastoid (disorder)|SY|2|H70.0|Acute mastoiditis|
103276001|Decreased hearing (finding)|SY|1|H91.9|Unspecified hearing loss|
10337008|Incompetence of any valvular structure (finding)|SY|2|I38|Endocarditis, valve unspecified|
10340008|Isolated gonadotropin deficiency (disorder)|SY|2|E23.0|Hypopituitarism|
10347006|Solar urticaria (disorder)|SY|1|L56.3|Solar urticaria|
103614000|Follicular cyst (morphologic abnormality)|SY|2|K09.0|Developmental odontogenic cysts|
103672009|Dermatosis papulosa nigra (morphologic abnormality)|SY|2|L82|Seborrheic keratosis|
103682005|Subcutaneous panniculitic T-cell lymphoma (morphologic abnormality)|SY|1|C86.3|Subcutaneous panniculitis-like T-cell lymphoma|
103686008|Intestinal T-cell lymphoma (morphologic abnormality)|SY|2|C86.2|Enteropathy-type (intestinal) T-cell lymphoma|
103689001|Acute myeloid leukemia, minimal differentiation (morphologic abnormality)|SY|2|C92.0|Acute myeloblastic leukemia|
103690005|Acute myeloid leukemia without maturation (morphologic abnormality)|SY|2|C92.0|Acute myeloblastic leukemia|
103691009|Acute myeloid leukemia with maturation (morphologic abnormality)|SY|2|C92.0|Acute myeloblastic leukemia|
10392004|Injury of abdominal aorta (disorder)|SY|1|S35.0|Injury of abdominal aorta|
10394003|Friedreich's ataxia (disorder)|SY|2|G11|Hereditary ataxia|
10394003|Friedreich's ataxia (disorder)|SY|2|G11.9|Hereditary ataxia, unspecified|
10399008|Hypochloremia (disorder)|SY|2|E87.8|Other disorders of electrolyte and fluid balance, not elsewhere classified|
10406007|Lesch-Nyhan syndrome (disorder)|SY|1|E79.1|Lesch-Nyhan syndrome|
10416004|Third degree burn of lower leg (disorder)|SY|1|T24.33|Burn of third degree of lower leg|
10446001|Aspergilloma (disorder)|SY|2|B44|Aspergillosis|
10453005|Furuncle of hand (disorder)|SY|1|L02.52|Furuncle hand|
10453005|Furuncle of hand (disorder)|SY|1|L02.529|Furuncle unspecified hand|
10491005|Herpes zoster with meningitis (disorder)|SY|1|B01.0|Varicella meningitis|
10491005|Herpes zoster with meningitis (disorder)|SY|1|B02.1|Zoster meningitis|
10501004|Pulmonary alveolar proteinosis (disorder)|SY|2|J84.0|Alveolar and parieto-alveolar conditions|
10509002|Acute bronchitis (disorder)|SY|1|J20|Acute bronchitis|
10509002|Acute bronchitis (disorder)|SY|1|J20.9|Acute bronchitis, unspecified|
10528009|Lupus vulgaris (disorder)|SY|2|A18.4|Tuberculosis of skin and subcutaneous tissue|
105426003|Institutional upbringing (finding)|SY|1|Z62.22|Institutional upbringing|
1055001|Stenosis of precerebral artery (disorder)|SY|2|I65|Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction|
105502003|Dependence on renal dialysis (finding)|SY|1|Z99.2|Dependence on renal dialysis|
10552002|Calcification of lung (disorder)|SY|2|J98.4|Other disorders of lung|
105521006|Discord with probation officer (finding)|SY|2|Z64.4|Discord with counselors|
105578003|Loan foreclosure status (social concept)|SY|2|Z59.8|Other problems related to housing and economic circumstances|
105592009|Septicemia (disorder)|SY|2|A41.9|Sepsis, unspecified|
105593004|Electrolyte imbalance (disorder)|SY|2|E87.8|Other disorders of electrolyte and fluid balance, not elsewhere classified|
105629000|Chlamydial infection (disorder)|SY|1|A74.9|Chlamydial infection, unspecified|
105635000|Disease due to Retroviridae (disorder)|SY|2|B33.3|Retrovirus infections, not elsewhere classified|
105637008|Disease due to Endamoebidae (disorder)|SY|1|A06|Amebiasis|
105637008|Disease due to Endamoebidae (disorder)|SY|1|A06.9|Amebiasis, unspecified|
105638003|Disease due to Balantidiidae (disorder)|SY|1|A07.0|Balantidiasis|
105648001|Disease due to Trichomonadidae (disorder)|SY|1|A59|Trichomoniasis|
105648001|Disease due to Trichomonadidae (disorder)|SY|1|A59.9|Trichomoniasis, unspecified|
105649009|Disease due to Plasmodiidae (disorder)|SY|1|B54|Unspecified malaria|
10566007|Otosclerosis involving round window (disorder)|SY|2|H80.2|Cochlear otosclerosis|
105661001|Disease due to Schistosomatidae (disorder)|SY|1|B65|Schistosomiasis [bilharziasis]|
105661001|Disease due to Schistosomatidae (disorder)|SY|1|B65.9|Schistosomiasis, unspecified|
105668007|Disease due to Dicrocoeliidae (disorder)|SY|1|B66.2|Dicroceliasis|
105684008|Infection by tapeworm larvae (disorder)|SY|1|B69|Cysticercosis|
105684008|Infection by tapeworm larvae (disorder)|SY|1|B69.9|Cysticercosis, unspecified|
105694003|Disease due to superfamily Ancylostomatoidea (disorder)|SY|1|B76|Hookworm diseases|
105694003|Disease due to superfamily Ancylostomatoidea (disorder)|SY|1|B76.9|Hookworm disease, unspecified|
105706003|Disease due to superfamily Filarioidea (disorder)|SY|1|B74|Filariasis|
105706003|Disease due to superfamily Filarioidea (disorder)|SY|1|B74.9|Filariasis, unspecified|
1059007|Opisthorchiasis (disorder)|SY|1|B66.0|Opisthorchiasis|
10597006|Disorder of bursa (disorder)|SY|1|M71.9|Bursopathy, unspecified|
105985007|Osteochondrodysplasia syndrome (disorder)|SY|1|Q78.9|Osteochondrodysplasia, unspecified|
105995000|Disorder of teeth AND/OR supporting structures (disorder)|SY|1|K08.9|Disorder of teeth and supporting structures, unspecified|
105997008|Disorder of biliary tract (disorder)|SY|1|K83.9|Disease of biliary tract, unspecified|
105999006|Acquired renal cystic disease (disorder)|SY|1|N28.1|Cyst of kidney, acquired|
10601006|Pain in lower limb (finding)|SY|1|M79.606|Pain in leg, unspecified|
10601006|Pain in lower limb (finding)|SY|1|M79.66|Pain in lower leg|
10601006|Pain in lower limb (finding)|SY|1|M79.669|Pain in unspecified lower leg|
106014008|Organic mental disorder of unknown etiology (disorder)|SY|2|F09|Unspecified mental disorder due to known physiological condition|
106190000|Allergic state (disorder)|SY|2|T78.40|Allergy, NOS|
10619002|Megaloblastic anemia due to poor nutrition (disorder)|SY|1|D52.0|Dietary folate deficiency anemia|
10629009|Tetany (disorder)|SY|1|R29.0|Tetany|
10639003|Solitary plasmacytoma of bone (morphologic abnormality)|SY|1|C90.3|Solitary plasmacytoma|
10639003|Solitary plasmacytoma of bone (morphologic abnormality)|SY|1|C90.30|Solitary plasmacytoma not having achieved remission|
10665004|Mumps pancreatitis (disorder)|SY|1|B26.3|Mumps pancreatitis|
10679007|Infection by Giardia lamblia (disorder)|SY|1|A07.1|Giardiasis [lambliasis]|
10690002|Atheromatous embolus (morphologic abnormality)|SY|1|I75|Atheroembolism|
1070000|Facial myokymia (finding)|SY|1|G51.4|Facial myokymia|
10741005|Lipid storage disease (disorder)|SY|1|E75.6|Lipid storage disorder, unspecified|
10743008|Irritable colon (disorder)|SY|1|K58|Irritable bowel syndrome|
10743008|Irritable colon (disorder)|SY|1|K58.9|Irritable bowel syndrome without diarrhea|
107656002|Congenital anomaly (morphologic abnormality)|SY|1|Q89.9|Congenital malformation, unspecified|
107671003|Vascular sclerosis (morphologic abnormality)|SY|2|I70|Atherosclerosis|
10810001|Disorder of lens (disorder)|SY|1|H25-H28|Disorders of lens|
10810001|Disorder of lens (disorder)|SY|1|H27.9|Unspecified disorder of lens|
10813004|Contact blepharoconjunctivitis (disorder)|SY|1|H10.53|Contact blepharoconjunctivitis|
10815006|Third degree burn of axilla (disorder)|SY|1|T22.34|Burn of third degree of axilla|
10816007|Posterior lingual occlusion of mandibular teeth (disorder)|SY|2|M26.29|Other anomalies of dental arch relationship|
10818008|Congenital malposition of heart (disorder)|SY|2|Q24.8|Other specified congenital malformations of heart|
108369006|Neoplasm (morphologic abnormality)|SY|1|C00-D48|Neoplasms|
108369006|Neoplasm (morphologic abnormality)|SY|1|D49|Neoplasms of unspecified behavior|
10859002|Fracture of ethmoid sinus (disorder)|SY|2|S02.19|Other fracture of base of skull|
1089000|Intrauterine sepsis of fetus (disorder)|SY|2|P36|Bacterial sepsis of newborn|
10890000|Disorder of salivary gland (disorder)|SY|1|K11|Diseases of salivary glands|
10890000|Disorder of salivary gland (disorder)|SY|1|K11.9|Disease of salivary gland, unspecified|
10893003|Tuberculous adenitis (disorder)|SY|2|A18.2|Tuberculous peripheral lymphadenopathy|
109254000|Lichenoid drug eruption (disorder)|SY|1|L43.2|Lichenoid drug reaction|
109266006|Melanoma in situ of skin (disorder)|SY|1|D03|Melanoma in situ|
109266006|Melanoma in situ of skin (disorder)|SY|1|D03.9|Melanoma in situ, unspecified|
109267002|Overlapping malignant melanoma of skin (disorder)|SY|1|C43.8|Overlapping malignant melanoma of skin|
109271004|Melanocytic nevus of lip (disorder)|SY|1|D22.0|Melanocytic nevi of lip|
109272006|Melanoma in situ of lip (disorder)|SY|1|D03.0|Melanoma in situ of lip|
109273001|Melanocytic nevus of eyelid, including canthus (disorder)|SY|1|D22.1|Melanocytic nevi of eyelid, including canthus|
109274007|Melanoma in situ of eyelid, including canthus (disorder)|SY|1|D03.1|Melanoma in situ of eyelid, including canthus|
109283002|Melanocytic nevus of trunk (disorder)|SY|1|D22.5|Melanocytic nevi of trunk|
109284008|Melanoma in situ of trunk (disorder)|SY|1|D03.5|Melanoma in situ of trunk|
109285009|Melanocytic nevus of skin of breast (disorder)|SY|2|D22.5|Melanocytic nevi of trunk|
109287001|Melanocytic nevus of perianal skin (disorder)|SY|2|D22.5|Melanocytic nevi of trunk|
109288006|Melanoma in situ of perianal skin (disorder)|SY|2|D03.51|Melanoma in situ of anal skin|
10930001|Congenital atresia of pulmonary artery (disorder)|SY|1|Q25.5|Atresia of pulmonary artery|
109348004|Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder)|SY|1|C40.8|Malignant neoplasm of overlapping sites of bone and articular cartilage of limb|
109355002|Carcinoma in situ (disorder)|SY|1|D09.9|Carcinoma in situ, unspecified|
109367000|Overlapping malignant neoplasm of nasopharynx (disorder)|SY|1|C11.8|Malignant neoplasm of overlapping sites of nasopharynx|
109368005|Overlapping malignant neoplasm of hypopharynx (disorder)|SY|1|C13.8|Malignant neoplasm of overlapping sites of hypopharynx|
109369002|Overlapping malignant neoplasm of larynx (disorder)|SY|1|C32.8|Malignant neoplasm of overlapping sites of larynx|
109371002|Overlapping malignant neoplasm of bronchus and lung (disorder)|SY|1|C34.8|Malignant neoplasm of overlapping sites of bronchus and lung|
109372009|Benign neoplasm of mesothelial tissue of pleura (disorder)|SY|1|D19.0|Benign neoplasm of mesothelial tissue of pleura|
109377003|Benign neoplasm of mesothelial tissue of unspecified site (disorder)|SY|1|D19|Benign neoplasm of mesothelial tissue|
109377003|Benign neoplasm of mesothelial tissue of unspecified site (disorder)|SY|1|D19.9|Benign neoplasm of mesothelial tissue, unspecified|
109383000|Malignant mesothelioma of pericardium (disorder)|SY|1|C45.2|Mesothelioma of pericardium|
109384006|Overlapping malignant neoplasm of heart, mediastinum and pleura (disorder)|SY|1|C38.8|Malignant neoplasm of overlapping sites of heart, mediastinum and pleura|
109385007|Kaposi's sarcoma (disorder)|SY|1|C46|Kaposi's sarcoma|
109385007|Kaposi's sarcoma (disorder)|SY|1|C46.9|Kaposi's sarcoma, unspecified|
109386008|Kaposi's sarcoma of skin (disorder)|SY|1|C46.0|Kaposi's sarcoma of skin|
109388009|Kaposi's sarcoma of palate (disorder)|SY|1|C46.2|Kaposi's sarcoma of palate|
109390005|Kaposi's sarcoma of lung (disorder)|SY|1|C46.5|Kaposi's sarcoma of lung|
109391009|Kaposi's sarcoma of lymph nodes (disorder)|SY|1|C46.3|Kaposi's sarcoma of lymph nodes|
109393007|Otomandibular dysostosis (disorder)|SY|2|Q87.0|Congenital malformation syndromes predominantly affecting facial appearance|
109433009|Steatocystoma multiplex (disorder)|SY|1|L72.2|Steatocystoma multiplex|
109487003|Enamel hypomineralization (disorder)|SY|2|K00.3|Mottled teeth|
109492001|Dentin dysplasia (disorder)|SY|2|K00.5|Hereditary disturbances in tooth structure, not elsewhere classified|
109500001|Malocclusion, Angle class I (disorder)|SY|1|M26.211|Malocclusion, Angle's class I|
109504005|Malocclusion, Angle class III (disorder)|SY|1|M26.213|Malocclusion, Angle's class III|
109516004|Macrogenia (disorder)|SY|1|M26.05|Macrogenia|
109522008|Microgenia (disorder)|SY|1|M26.06|Microgenia|
109549008|Congenital anomaly of lip (disorder)|SY|2|Q38.0|Congenital malformations of lips, not elsewhere classified|
109599007|Reversible pulpitis (disorder)|SY|2|K04.0|Pulpitis|
109600005|Irreversible pulpitis (disorder)|SY|2|K04.0|Pulpitis|
109678002|Extrusive luxation of tooth (disorder)|SY|2|M26.34|Vertical displacement of fully erupted tooth or teeth|
109684004|Mandibular alveolar hypoplasia (disorder)|SY|1|M26.74|Alveolar mandibular hypoplasia|
109685003|Maxillary alveolar hypoplasia (disorder)|SY|1|M26.73|Alveolar maxillary hypoplasia|
109728009|Defective dental restoration (finding)|SY|2|K08.5|Unsatisfactory restoration of tooth|
109728009|Defective dental restoration (finding)|SY|2|K08.50|Unsatisfactory restoration of tooth, unspecified|
109729001|Overhang on tooth restoration (finding)|SY|2|K08.52|Unrepairable overhanging of dental restorative materials|
109730006|Dental restoration esthetically inadequate or displeasing (finding)|SY|2|K08.56|Poor aesthetic of existing restoration of tooth|
109735001|Dental restoration failure of marginal integrity (finding)|SY|1|K08.51|Open restoration margins of tooth|
109736000|Dental restoration failure of periodontal anatomical integrity (finding)|SY|2|K08.54|Contour of existing restoration of tooth biologically incompatible with oral health|
109738004|Poor gingival margin to tooth restoration (disorder)|SY|2|K08.51|Open restoration margins of tooth|
109741008|Fractured dental restoration (finding)|SY|1|K08.53|Fractured dental restorative material|
109747007|Cracked tooth (disorder)|SY|1|K03.81|Cracked tooth|
109764005|Acute sialoadenitis (disorder)|SY|1|K11.21|Acute sialoadenitis|
109769000|Necrotizing sialometaplasia (disorder)|SY|2|K11.8|Other diseases of salivary glands|
109778006|Bednar's aphthae (disorder)|SY|2|K12.0|Recurrent oral aphthae|
109786006|Focal oral mucinosis (finding)|SY|2|K13.79|Other lesions of oral mucosa|
109830000|Overlapping malignant neoplasm of floor of mouth (disorder)|SY|1|C04.8|Malignant neoplasm of overlapping sites of floor of mouth|
109836006|Overlapping malignant neoplasm of stomach (disorder)|SY|1|C16.8|Malignant neoplasm of overlapping sites of stomach|
109837002|Overlapping malignant neoplasm of small intestine (disorder)|SY|1|C17.8|Malignant neoplasm of overlapping sites of small intestine|
109841003|Liver cell carcinoma (disorder)|SY|1|C22.0|Liver cell carcinoma|
109842005|Intrahepatic bile duct carcinoma (disorder)|SY|1|C22.1|Intrahepatic bile duct carcinoma|
109843000|Hepatoblastoma (disorder)|SY|1|C22.2|Hepatoblastoma|
109844006|Angiosarcoma of liver (disorder)|SY|1|C22.3|Angiosarcoma of liver|
109847004|Overlapping malignant neoplasm of biliary tract (disorder)|SY|1|C24.8|Malignant neoplasm of overlapping sites of biliary tract|
109848009|Overlapping malignant neoplasm of pancreas (disorder)|SY|1|C25.8|Malignant neoplasm of overlapping sites of pancreas|
109850001|Carcinoma in situ of digestive organ (disorder)|SY|1|D01.9|Carcinoma in situ of digestive organ, unspecified|
109852009|Benign neoplasm of mesothelial tissue of peritoneum (disorder)|SY|1|D19.1|Benign neoplasm of mesothelial tissue of peritoneum|
109853004|Malignant mesothelioma of peritoneum (disorder)|SY|1|C45.1|Mesothelioma of peritoneum|
109856007|Malignant mesothelioma of mesentery (disorder)|SY|2|C45.1|Mesothelioma of peritoneum|
109857003|Mesothelioma of mesocolon (disorder)|SY|2|C45.1|Mesothelioma of peritoneum|
109858008|Malignant mesothelioma of omentum (disorder)|SY|2|C45.1|Mesothelioma of peritoneum|
109874003|Overlapping malignant neoplasm of male genital organs (disorder)|SY|1|C63.8|Malignant neoplasm of overlapping sites of male genital organs|
109875002|Overlapping malignant neoplasm of penis (disorder)|SY|1|C60.8|Malignant neoplasm of overlapping sites of penis|
109876001|Primary malignant neoplasm of descended testis (disorder)|SY|1|C62.1|Malignant neoplasm of descended testis|
109885001|Overlapping malignant neoplasm of vulva (disorder)|SY|1|C51.8|Malignant neoplasm of overlapping sites of vulva|
109888004|Lobular carcinoma in situ of breast (disorder)|SY|1|D05.0|Lobular carcinoma in situ of breast|
109889007|Intraductal carcinoma in situ of breast (disorder)|SY|1|D05.1|Intraductal carcinoma in situ of breast|
109894007|Retained placenta (disorder)|SY|2|O72.0|Third-stage hemorrhage|
109913001|Benign neoplasm of meninges (disorder)|SY|1|D32|Benign neoplasm of meninges|
109913001|Benign neoplasm of meninges (disorder)|SY|1|D32.9|Benign neoplasm of meninges, unspecified|
109914007|Neoplasm of uncertain behavior of meninges (disorder)|SY|1|D42|Neoplasm of uncertain behavior of meninges|
109917000|Neoplasm of uncertain behavior of peripheral nerves and peripheral autonomic nervous system (disorder)|SY|1|D48.2|Neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system|
109919002|Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system (disorder)|SY|1|C47.8|Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system|
109965004|Diffuse non-Hodgkin's lymphoma, lymphoblastic (disorder)|SY|1|C83.5|Lymphoblastic (diffuse) lymphoma|
109969005|Diffuse non-Hodgkin's lymphoma, large cell (disorder)|SY|1|C83.3|Diffuse large B-cell lymphoma|
109971005|Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (disorder)|SY|1|C82.1|Follicular lymphoma grade II|
109976000|Lymphoepithelioid lymphoma (disorder)|SY|2|C84.4|Peripheral T-cell lymphoma, not classified|
109977009|Peripheral T-cell lymphoma (disorder)|SY|1|C84|Mature T/NK-cell lymphomas|
109980005|Malignant immunoproliferative disease (disorder)|SY|1|C88.9|Malignant immunoproliferative disease, unspecified|
109982002|Alpha heavy chain disease (disorder)|SY|1|C88.3|Immunoproliferative small intestinal disease|
109983007|Monoclonal gammopathy (disorder)|SY|1|D47.2|Monoclonal gammopathy|
109984001|Gamma heavy chain disease (disorder)|SY|2|C88.2|Other heavy chain disease|
109985000|Immunoproliferative small intestinal disease (disorder)|SY|1|C88.3|Immunoproliferative small intestinal disease|
109988003|Histiocytic sarcoma (disorder)|SY|1|C96.a|Histiocytic sarcoma|
109989006|Multiple myeloma (disorder)|SY|1|C90.0|Multiple myeloma|
109989006|Multiple myeloma (disorder)|SY|1|C90.00|Multiple myeloma not having achieved remission|
109991003|Acute myelofibrosis (disorder)|SY|1|C94.4|Acute panmyelosis with myelofibrosis|
109991003|Acute myelofibrosis (disorder)|SY|1|C94.40|Acute panmyelosis with myelofibrosis not having achieved remission|
109992005|Polycythemia vera (disorder)|SY|1|D45|Polycythemia vera|
109992005|Polycythemia vera (disorder)|SY|2|D75.1|Secondary polycythemia|
109994006|Essential thrombocythemia (disorder)|SY|1|D47.3|Essential (hemorrhagic) thrombocythemia|
109995007|Myelodysplastic syndrome (disorder)|SY|1|D46|Myelodysplastic syndromes|
109995007|Myelodysplastic syndrome (disorder)|SY|1|D46.9|Myelodysplastic syndrome, unspecified|
109998009|Refractory anemia with ringed sideroblasts (disorder)|SY|1|D46.1|Refractory anemia with ring sideroblasts|
110000005|Refractory anemia with excess blasts in transformation (disorder)|SY|2|C92.0|Acute myeloblastic leukemia|
110002002|Mast cell leukemia (disorder)|SY|1|C94.3|Mast cell leukemia|
110002002|Mast cell leukemia (disorder)|SY|1|C94.30|Mast cell leukemia not having achieved remission|
110004001|Acute promyelocytic leukemia, FAB M3 (disorder)|SY|1|C92.4|Acute promyelocytic leukemia|
110004001|Acute promyelocytic leukemia, FAB M3 (disorder)|SY|1|C92.40|Acute promyelocytic leukemia, not having achieved remission|
110005000|Acute myelomonocytic leukemia, FAB M4 (disorder)|SY|1|C92.5|Acute myelomonocytic leukemia|
110005000|Acute myelomonocytic leukemia, FAB M4 (disorder)|SY|1|C92.50|Acute myelomonocytic leukemia, not having achieved remission|
110007008|Adult T-cell leukemia/lymphoma (disorder)|SY|1|C91.5|Adult T-cell lymphoma/leukemia (HTLV-1-associated)|
110007008|Adult T-cell leukemia/lymphoma (disorder)|SY|1|C91.50|Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission|
110013004|Overlapping malignant neoplasm of tonsil (disorder)|SY|1|C09.8|Malignant neoplasm of overlapping sites of tonsil|
110030002|Concussion injury of brain (disorder)|SY|1|S06.0|Concussion|
110030002|Concussion injury of brain (disorder)|SY|1|S06.0x|Concussion|
110030002|Concussion injury of brain (disorder)|SY|1|S06.0x9|Concussion with loss of consciousness of unspecified duration|
110071008|Avulsion of scalp (disorder)|SY|1|S08.0|Avulsion of scalp|
110318003|Lack of anterior occlusal guidance (finding)|SY|1|M26.54|Insufficient anterior guidance|
110320000|Centric occlusion of teeth, function (observable entity)|SY|2|M26.59|Other dentofacial functional abnormalities|
11071001|Racemose hemangioma (morphologic abnormality)|SY|2|I77.0|Arteriovenous fistula, acquired|
110979008|Irritant contact dermatitis (disorder)|SY|1|L24|Irritant contact dermatitis|
110979008|Irritant contact dermatitis (disorder)|SY|1|L24.9|Irritant contact dermatitis, unspecified cause|
110982003|Jadassohn-Pellizzari anetoderma (disorder)|SY|1|L90.2|Anetoderma of Jadassohn-Pellizzari|
110983008|Schweninger-Buzzi anetoderma (disorder)|SY|1|L90.1|Anetoderma of Schweninger-Buzzi|
11102005|Congenital fistula of lip (disorder)|SY|2|Q38.0|Congenital malformations of lips, not elsewhere classified|
111033008|Circumscribed atrophy of brain (disorder)|SY|2|G31.01|Pick's disease|
111181004|Furuncle of skin AND/OR subcutaneous tissue (disorder)|SY|1|L02.92|Furuncle, unspecified|
111196000|Dermatitis herpetiformis (disorder)|SY|1|L13.0|Dermatitis herpetiformis|
111197009|Lichen myxedematosus (disorder)|SY|2|L98.5|Mucinosis of the skin|
111210001|Multifocal fibrosclerosis (disorder)|SY|1|M35.5|Multifocal fibrosclerosis|
111227009|Ankylosis of joint (disorder)|SY|1|M24.6|Ankylosis of joint|
111232005|Traumatic spondylopathy (disorder)|SY|1|M48.3|Traumatic spondylopathy|
111242007|Periarthritis of wrist (disorder)|SY|1|M77.2|Periarthritis of wrist|
111245009|Compartment syndrome (disorder)|SY|1|T79.A0|Compartment syndrome, unspecified|
111247001|Volkmann's contracture (disorder)|SY|2|T79.6|Traumatic ischemia of muscle|
111248006|Diastasis of muscle (disorder)|SY|2|M62.0|Separation of muscle (nontraumatic)|
111253001|Infection of bone (disorder)|SY|2|M86.9|Osteomyelitis, unspecified|
111255008|Avascular necrosis of the capital femoral epiphysis (disorder)|SY|1|M91.2|Coxa plana|
111255008|Avascular necrosis of the capital femoral epiphysis (disorder)|SY|1|M91.3|Pseudocoxalgia|
111265002|Postsurgical lordosis (disorder)|SY|1|M96.4|Postsurgical lordosis|
111274000|Acute abscess of nasal sinus (disorder)|SY|2|J01|Acute sinusitis|
111278002|Edema of glottis (disorder)|SY|2|J38.4|Edema of larynx|
111288001|Ventricular flutter (disorder)|SY|1|I49.02|Ventricular flutter|
111289009|Arteriovenous fistula of pulmonary vessels (disorder)|SY|1|I28.0|Arteriovenous fistula of pulmonary vessels|
111291001|Senile endarteritis (disorder)|SY|2|I70|Atherosclerosis|
111293003|Venous thrombosis (disorder)|SY|2|I82.90|Acute embolism and thrombosis of unspecified vein|
111298007|Chronic cerebral ischemia (disorder)|SY|2|I67.8|Other specified cerebrovascular diseases|
111321007|Right aortic arch (disorder)|SY|2|Q25.4|Other congenital malformations of aorta|
